# filmdec totalHits=807855 recordsEcrits=807855
eid,typeIndex,compIndex,param4,bitCursor,skipCount
1073742429,35,0,1,488,0
1073742429,35,1,1,535,0
1073742429,35,21,1,566,0
1073742429,35,25,1,591,0
1073742430,35,0,1,640,0
1073742430,35,21,1,687,0
1073742430,35,25,1,712,0
1073743111,43,18,1,755,0
1073743111,43,35,1,770,0
1073744385,37,0,1,866,0
1073744385,37,2,1,911,0
1073744385,37,3,1,939,0
1073744410,37,1,1,979,0
1073744410,37,2,1,980,0
1073744410,37,3,1,1008,0
1073744412,37,0,1,1054,0
1073744412,37,1,1,1099,0
1073744412,37,2,1,1129,0
1073744412,37,3,1,1157,0
1073744421,37,0,1,1230,0
1073744421,37,1,1,1275,0
1073744421,37,2,1,1276,0
1073744421,37,3,1,1304,0
1073744423,42,0,1,1377,0
1073744423,42,1,1,1422,0
1073744423,42,2,1,1452,0
1073744423,42,3,1,1480,0
1073742429,35,0,1,488,0
1073742429,35,1,1,535,0
1073742429,35,21,1,566,0
1073742429,35,25,1,591,0
1073741947,4,0,0,29,0
1073742424,35,0,1,70,0
1073742424,35,25,1,117,0
1073742425,35,0,1,172,0
1073742425,35,1,1,219,0
1073742425,35,21,1,250,0
1073742425,35,25,1,275,0
1073742428,35,0,1,324,0
1073742428,35,21,1,371,0
1073742428,35,25,1,396,0
1073742429,35,0,1,451,0
1073742429,35,1,1,498,0
1073742429,35,21,1,529,0
1073742429,35,25,1,554,0
1073742430,35,0,1,603,0
1073742430,35,21,1,650,0
1073742430,35,25,1,675,0
1073743111,43,18,1,718,0
1073743111,43,35,1,733,0
1073744385,37,2,1,823,0
1073744385,37,3,1,851,0
1073744410,37,2,1,879,0
1073744412,37,0,1,952,0
1073744412,37,1,1,997,0
1073744412,37,2,1,1027,0
1073744412,37,3,1,1055,0
1073744421,37,1,1,1122,0
1073744421,37,2,1,1123,0
1073744421,37,3,1,1151,0
1073744423,42,0,1,1224,0
1073744423,42,1,1,1269,0
1073744423,42,2,1,1299,0
1073744423,42,3,1,1327,0
1073742429,35,0,1,451,0
1073742429,35,1,1,498,0
1073742429,35,21,1,529,0
1073742429,35,25,1,554,0
1073741947,4,0,0,29,0
1073742424,35,0,1,70,0
1073742424,35,25,1,117,0
1073742425,35,0,1,160,0
1073742425,35,25,1,207,0
1073742428,35,0,1,256,0
1073742428,35,21,1,303,0
1073742428,35,25,1,328,0
1073742429,35,0,1,383,0
1073742429,35,1,1,430,0
1073742429,35,21,1,461,0
1073742429,35,25,1,486,0
1073742430,35,0,1,535,0
1073742430,35,21,1,582,0
1073742430,35,25,1,607,0
1073743111,43,18,1,650,0
1073743111,43,35,1,665,0
1073744385,37,2,1,755,0
1073744385,37,3,1,783,0
1073744410,37,0,1,817,0
1073744410,37,2,1,862,0
1073744412,37,0,1,935,0
1073744412,37,1,1,980,0
1073744412,37,2,1,1010,0
1073744412,37,3,1,1038,0
1073744421,37,0,1,1111,0
1073744421,37,1,1,1156,0
1073744421,37,2,1,1157,0
1073744421,37,3,1,1185,0
1073744423,42,0,1,1258,0
1073744423,42,1,1,1303,0
1073744423,42,2,1,1333,0
1073744423,42,3,1,1361,0
1073742429,35,0,1,383,0
1073742429,35,1,1,430,0
1073742429,35,21,1,461,0
1073742429,35,25,1,486,0
1073741826,2,5,1,467,0
1073741880,5,0,1,531,0
1073741947,4,0,0,561,0
1073742424,35,0,1,614,0
1073742424,35,1,1,661,0
1073742424,35,5,1,692,0
1073742424,35,25,1,721,0
1073742425,35,0,1,776,0
1073742425,35,1,1,823,0
1073742425,35,21,1,854,0
1073742425,35,25,1,879,0
1073742428,35,0,1,928,0
1073742428,35,21,1,975,0
1073742428,35,25,1,1000,0
1073742429,35,0,1,1055,0
1073742429,35,1,1,1102,0
1073742429,35,21,1,1133,0
1073742429,35,25,1,1158,0
1073742430,35,0,1,1213,0
1073742430,35,21,1,1260,0
1073742430,35,25,1,1285,0
1073742430,35,30,1,1295,0
1073743111,43,18,1,1338,0
1073743111,43,35,1,1353,0
1073744385,37,2,1,1443,0
1073744385,37,3,1,1471,0
1073744410,37,2,1,1505,0
1073744410,37,3,1,1533,0
1073744412,37,0,1,1579,0
1073744412,37,1,1,1624,0
1073744412,37,2,1,1654,0
1073744412,37,3,1,1682,0
1073744421,37,1,1,1749,0
1073744421,37,2,1,1750,0
1073744421,37,3,1,1778,0
1073744423,42,0,1,1851,0
1073744423,42,1,1,1896,0
1073744423,42,2,1,1926,0
1073744423,42,3,1,1954,0
1073742429,35,0,1,1055,0
1073742429,35,1,1,1102,0
1073742429,35,21,1,1133,0
1073742429,35,25,1,1158,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,396,0
1073742428,35,21,1,443,0
1073742428,35,25,1,468,0
1073742429,35,0,1,523,0
1073742429,35,1,1,570,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073742430,35,0,1,675,0
1073742430,35,21,1,722,0
1073742430,35,25,1,747,0
1073743111,43,18,1,790,0
1073743111,43,35,1,805,0
1073744385,37,2,1,895,0
1073744385,37,3,1,923,0
1073744410,37,2,1,951,0
1073744412,37,0,1,1024,0
1073744412,37,1,1,1069,0
1073744412,37,2,1,1099,0
1073744412,37,3,1,1127,0
1073744421,37,0,1,1200,0
1073744421,37,1,1,1245,0
1073744421,37,2,1,1246,0
1073744421,37,3,1,1274,0
1073744423,42,0,1,1347,0
1073744423,42,1,1,1392,0
1073744423,42,2,1,1422,0
1073744423,42,3,1,1450,0
1073742429,35,0,1,523,0
1073742429,35,1,1,570,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,554,0
1073742429,35,1,1,601,0
1073742429,35,25,1,632,0
1073742430,35,0,1,681,0
1073742430,35,21,1,728,0
1073742430,35,25,1,753,0
1073743111,43,18,1,796,0
1073743111,43,35,1,811,0
1073744385,37,2,1,901,0
1073744385,37,3,1,929,0
1073744410,37,2,1,957,0
1073744412,37,0,1,1030,0
1073744412,37,1,1,1075,0
1073744412,37,2,1,1105,0
1073744412,37,3,1,1133,0
1073744421,37,1,1,1200,0
1073744421,37,2,1,1201,0
1073744421,37,3,1,1229,0
1073744423,42,0,1,1302,0
1073744423,42,1,1,1347,0
1073744423,42,2,1,1377,0
1073744423,42,3,1,1405,0
1073742429,35,0,1,554,0
1073742429,35,1,1,601,0
1073742429,35,25,1,632,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,238,0
1073742425,35,1,1,285,0
1073742425,35,25,1,316,0
1073742428,35,0,1,371,0
1073742428,35,1,1,418,0
1073742428,35,21,1,449,0
1073742428,35,25,1,474,0
1073742429,35,0,1,523,0
1073742429,35,1,1,570,0
1073742429,35,25,1,601,0
1073742430,35,0,1,650,0
1073742430,35,21,1,697,0
1073742430,35,25,1,722,0
1073743111,43,18,1,765,0
1073743111,43,35,1,780,0
1073744385,37,2,1,870,0
1073744385,37,3,1,898,0
1073744410,37,2,1,926,0
1073744412,37,0,1,999,0
1073744412,37,1,1,1044,0
1073744412,37,2,1,1074,0
1073744412,37,3,1,1102,0
1073744421,37,0,1,1175,0
1073744421,37,1,1,1220,0
1073744421,37,2,1,1221,0
1073744421,37,3,1,1249,0
1073744423,42,0,1,1322,0
1073744423,42,1,1,1367,0
1073744423,42,2,1,1397,0
1073744423,42,3,1,1425,0
1073742429,35,0,1,523,0
1073742429,35,1,1,570,0
1073742429,35,25,1,601,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,554,0
1073742429,35,1,1,601,0
1073742429,35,25,1,632,0
1073742430,35,0,1,681,0
1073742430,35,21,1,728,0
1073742430,35,25,1,753,0
1073743111,43,18,1,796,0
1073743111,43,35,1,811,0
1073744385,37,1,1,901,0
1073744385,37,3,1,902,0
1073744410,37,2,1,930,0
1073744412,37,0,1,1003,0
1073744412,37,1,1,1048,0
1073744412,37,2,1,1078,0
1073744412,37,3,1,1106,0
1073744421,37,2,1,1167,0
1073744421,37,3,1,1195,0
1073744423,42,0,1,1268,0
1073744423,42,1,1,1313,0
1073744423,42,2,1,1343,0
1073744423,42,3,1,1371,0
1073742429,35,0,1,554,0
1073742429,35,1,1,601,0
1073742429,35,25,1,632,0
1073741947,4,0,0,29,0
1073741953,21,13,0,64,0
1073742424,35,0,1,117,0
1073742424,35,1,1,164,0
1073742424,35,5,1,195,0
1073742424,35,25,1,224,0
1073742425,35,0,1,279,0
1073742425,35,1,1,326,0
1073742425,35,21,1,357,0
1073742425,35,25,1,382,0
1073742428,35,0,1,437,0
1073742428,35,1,1,484,0
1073742428,35,21,1,515,0
1073742428,35,25,1,540,0
1073742429,35,0,1,589,0
1073742429,35,1,1,636,0
1073742429,35,25,1,667,0
1073742430,35,0,1,716,0
1073742430,35,21,1,763,0
1073742430,35,25,1,788,0
1073743111,43,18,1,831,0
1073743111,43,35,1,846,0
1073744385,37,3,1,930,0
1073744410,37,2,1,964,0
1073744410,37,3,1,992,0
1073744412,37,0,1,1038,0
1073744412,37,1,1,1083,0
1073744412,37,2,1,1113,0
1073744412,37,3,1,1141,0
1073744421,37,1,1,1208,0
1073744421,37,2,1,1209,0
1073744421,37,3,1,1237,0
1073744423,42,0,1,1310,0
1073744423,42,1,1,1355,0
1073744423,42,2,1,1385,0
1073744423,42,3,1,1413,0
1073742429,35,0,1,589,0
1073742429,35,1,1,636,0
1073742429,35,25,1,667,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,238,0
1073742425,35,1,1,285,0
1073742425,35,25,1,316,0
1073742428,35,0,1,371,0
1073742428,35,1,1,418,0
1073742428,35,21,1,449,0
1073742428,35,25,1,474,0
1073742429,35,0,1,523,0
1073742429,35,21,1,570,0
1073742429,35,25,1,595,0
1073742430,35,0,1,650,0
1073742430,35,1,1,697,0
1073742430,35,21,1,728,0
1073742430,35,25,1,753,0
1073743111,43,18,1,796,0
1073743111,43,35,1,811,0
1073744385,37,3,1,895,0
1073744410,37,2,1,923,0
1073744412,37,0,1,996,0
1073744412,37,1,1,1041,0
1073744412,37,2,1,1071,0
1073744412,37,3,1,1099,0
1073744421,37,0,1,1166,0
1073744421,37,2,1,1211,0
1073744421,37,3,1,1239,0
1073744423,42,0,1,1312,0
1073744423,42,1,1,1357,0
1073744423,42,2,1,1387,0
1073744423,42,3,1,1415,0
1073742429,35,0,1,523,0
1073742429,35,21,1,570,0
1073742429,35,25,1,595,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,554,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073742430,35,0,1,681,0
1073742430,35,1,1,728,0
1073742430,35,21,1,759,0
1073742430,35,25,1,784,0
1073743111,43,18,1,827,0
1073743111,43,35,1,842,0
1073744385,37,3,1,926,0
1073744410,37,2,1,954,0
1073744412,37,0,1,1027,0
1073744412,37,1,1,1072,0
1073744412,37,2,1,1102,0
1073744412,37,3,1,1130,0
1073744421,37,1,1,1197,0
1073744421,37,2,1,1198,0
1073744421,37,3,1,1226,0
1073744423,42,0,1,1299,0
1073744423,42,1,1,1344,0
1073744423,42,2,1,1374,0
1073744423,42,3,1,1402,0
1073742429,35,0,1,554,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,554,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073742430,35,0,1,681,0
1073742430,35,1,1,728,0
1073742430,35,21,1,759,0
1073742430,35,25,1,784,0
1073743111,43,18,1,827,0
1073743111,43,35,1,842,0
1073744385,37,3,1,926,0
1073744410,37,2,1,954,0
1073744412,37,0,1,1027,0
1073744412,37,1,1,1072,0
1073744412,37,2,1,1102,0
1073744412,37,3,1,1130,0
1073744421,37,2,1,1191,0
1073744421,37,3,1,1219,0
1073744423,42,0,1,1292,0
1073744423,42,1,1,1337,0
1073744423,42,2,1,1367,0
1073744423,42,3,1,1395,0
1073742429,35,0,1,554,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073742430,35,0,1,718,0
1073742430,35,1,1,765,0
1073742430,35,21,1,796,0
1073742430,35,25,1,821,0
1073743111,43,18,1,864,0
1073743111,43,35,1,879,0
1073744385,37,2,1,969,0
1073744385,37,3,1,997,0
1073744410,37,2,1,1031,0
1073744410,37,3,1,1059,0
1073744412,37,0,1,1105,0
1073744412,37,1,1,1150,0
1073744412,37,2,1,1180,0
1073744412,37,3,1,1208,0
1073744421,37,0,1,1281,0
1073744421,37,1,1,1326,0
1073744421,37,2,1,1327,0
1073744421,37,3,1,1355,0
1073744423,42,0,1,1428,0
1073744423,42,1,1,1473,0
1073744423,42,2,1,1503,0
1073744423,42,3,1,1531,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,238,0
1073742425,35,1,1,285,0
1073742425,35,25,1,316,0
1073742428,35,0,1,371,0
1073742428,35,1,1,418,0
1073742428,35,21,1,449,0
1073742428,35,25,1,474,0
1073742429,35,0,1,523,0
1073742429,35,21,1,570,0
1073742429,35,25,1,595,0
1073742430,35,0,1,650,0
1073742430,35,1,1,697,0
1073742430,35,21,1,728,0
1073742430,35,25,1,753,0
1073743111,43,18,1,796,0
1073743111,43,35,1,811,0
1073744385,37,3,1,895,0
1073744410,37,2,1,923,0
1073744412,37,0,1,996,0
1073744412,37,1,1,1041,0
1073744412,37,2,1,1071,0
1073744412,37,3,1,1099,0
1073744421,37,2,1,1160,0
1073744421,37,3,1,1188,0
1073744423,42,0,1,1261,0
1073744423,42,1,1,1306,0
1073744423,42,2,1,1336,0
1073744423,42,3,1,1364,0
1073742429,35,0,1,523,0
1073742429,35,21,1,570,0
1073742429,35,25,1,595,0
1073741879,5,1,1,116,0
1073741947,4,0,0,164,0
1073742424,35,0,1,217,0
1073742424,35,1,1,264,0
1073742424,35,5,1,295,0
1073742424,35,25,1,324,0
1073742425,35,0,1,379,0
1073742425,35,1,1,426,0
1073742425,35,21,1,457,0
1073742425,35,25,1,482,0
1073742428,35,0,1,537,0
1073742428,35,1,1,584,0
1073742428,35,21,1,615,0
1073742428,35,25,1,640,0
1073742429,35,0,1,695,0
1073742429,35,1,1,742,0
1073742429,35,21,1,773,0
1073742429,35,25,1,798,0
1073742430,35,0,1,853,0
1073742430,35,1,1,900,0
1073742430,35,21,1,931,0
1073742430,35,25,1,956,0
1073743111,43,18,1,999,0
1073743111,43,35,1,1014,0
1073744385,37,3,1,1098,0
1073744410,37,2,1,1132,0
1073744410,37,3,1,1160,0
1073744412,37,0,1,1206,0
1073744412,37,1,1,1251,0
1073744412,37,2,1,1281,0
1073744412,37,3,1,1309,0
1073744421,37,1,1,1376,0
1073744421,37,2,1,1377,0
1073744421,37,3,1,1405,0
1073744423,42,0,1,1478,0
1073744423,42,1,1,1523,0
1073744423,42,2,1,1553,0
1073744423,42,3,1,1581,0
1073742429,35,0,1,695,0
1073742429,35,1,1,742,0
1073742429,35,21,1,773,0
1073742429,35,25,1,798,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,554,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073742430,35,0,1,681,0
1073742430,35,1,1,728,0
1073742430,35,21,1,759,0
1073742430,35,25,1,784,0
1073743111,43,18,1,827,0
1073743111,43,35,1,842,0
1073744385,37,2,1,932,0
1073744385,37,3,1,960,0
1073744410,37,0,1,994,0
1073744410,37,2,1,1039,0
1073744412,37,0,1,1112,0
1073744412,37,1,1,1157,0
1073744412,37,2,1,1187,0
1073744412,37,3,1,1215,0
1073744421,37,0,1,1282,0
1073744421,37,2,1,1327,0
1073744421,37,3,1,1355,0
1073744423,42,0,1,1428,0
1073744423,42,1,1,1473,0
1073744423,42,2,1,1503,0
1073744423,42,3,1,1531,0
1073742429,35,0,1,554,0
1073742429,35,21,1,601,0
1073742429,35,25,1,626,0
1073741877,5,1,1,116,0
1073741947,4,0,0,164,0
1073742424,35,0,1,217,0
1073742424,35,1,1,264,0
1073742424,35,5,1,295,0
1073742424,35,25,1,324,0
1073742425,35,0,1,373,0
1073742425,35,1,1,420,0
1073742425,35,25,1,451,0
1073742428,35,0,1,500,0
1073742428,35,1,1,547,0
1073742428,35,25,1,578,0
1073742429,35,0,1,627,0
1073742429,35,21,1,674,0
1073742429,35,25,1,699,0
1073742430,35,0,1,754,0
1073742430,35,1,1,801,0
1073742430,35,21,1,832,0
1073742430,35,25,1,857,0
1073743111,43,18,1,900,0
1073743111,43,35,1,915,0
1073744385,37,3,1,999,0
1073744410,37,2,1,1027,0
1073744412,37,0,1,1100,0
1073744412,37,1,1,1145,0
1073744412,37,2,1,1175,0
1073744412,37,3,1,1203,0
1073744421,37,1,1,1270,0
1073744421,37,2,1,1271,0
1073744421,37,3,1,1299,0
1073744423,42,0,1,1372,0
1073744423,42,1,1,1417,0
1073744423,42,2,1,1447,0
1073744423,42,3,1,1475,0
1073742429,35,0,1,627,0
1073742429,35,21,1,674,0
1073742429,35,25,1,699,0
1073741947,4,0,0,112,0
1073742424,35,0,1,165,0
1073742424,35,1,1,212,0
1073742424,35,5,1,243,0
1073742424,35,25,1,272,0
1073742425,35,0,1,327,0
1073742425,35,1,1,374,0
1073742425,35,21,1,405,0
1073742425,35,25,1,430,0
1073742428,35,0,1,485,0
1073742428,35,1,1,532,0
1073742428,35,21,1,563,0
1073742428,35,25,1,588,0
1073742429,35,0,1,631,0
1073742429,35,25,1,678,0
1073742430,35,0,1,733,0
1073742430,35,1,1,780,0
1073742430,35,21,1,811,0
1073742430,35,25,1,836,0
1073743111,43,18,1,879,0
1073743111,43,35,1,894,0
1073744385,37,2,1,984,0
1073744385,37,3,1,1012,0
1073744410,37,2,1,1040,0
1073744412,37,0,1,1113,0
1073744412,37,1,1,1158,0
1073744412,37,2,1,1188,0
1073744412,37,3,1,1216,0
1073744421,37,2,1,1277,0
1073744421,37,3,1,1305,0
1073744423,42,0,1,1378,0
1073744423,42,1,1,1423,0
1073744423,42,2,1,1453,0
1073744423,42,3,1,1481,0
1073742429,35,0,1,631,0
1073742429,35,25,1,678,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073742430,35,0,1,718,0
1073742430,35,1,1,765,0
1073742430,35,21,1,796,0
1073742430,35,25,1,821,0
1073743111,43,18,1,864,0
1073743111,43,35,1,879,0
1073743112,43,18,1,963,0
1073744385,37,3,1,1005,0
1073744410,37,2,1,1039,0
1073744410,37,3,1,1067,0
1073744412,37,0,1,1113,0
1073744412,37,1,1,1158,0
1073744412,37,2,1,1188,0
1073744412,37,3,1,1216,0
1073744421,37,0,1,1289,0
1073744421,37,1,1,1334,0
1073744421,37,2,1,1335,0
1073744421,37,3,1,1363,0
1073744423,42,0,1,1436,0
1073744423,42,1,1,1481,0
1073744423,42,2,1,1511,0
1073744423,42,3,1,1539,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073742430,35,0,1,718,0
1073742430,35,1,1,765,0
1073742430,35,21,1,796,0
1073742430,35,25,1,821,0
1073743111,43,18,1,864,0
1073743111,43,35,1,879,0
1073744385,37,1,1,975,0
1073744385,37,2,1,976,0
1073744385,37,3,1,1004,0
1073744410,37,2,1,1032,0
1073744412,37,0,1,1105,0
1073744412,37,1,1,1150,0
1073744412,37,2,1,1180,0
1073744412,37,3,1,1208,0
1073744421,37,2,1,1269,0
1073744421,37,3,1,1297,0
1073744423,42,0,1,1370,0
1073744423,42,1,1,1415,0
1073744423,42,2,1,1445,0
1073744423,42,3,1,1473,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,396,0
1073742428,35,1,1,443,0
1073742428,35,25,1,474,0
1073742429,35,0,1,529,0
1073742429,35,1,1,576,0
1073742429,35,21,1,607,0
1073742429,35,25,1,632,0
1073742430,35,0,1,687,0
1073742430,35,1,1,734,0
1073742430,35,21,1,765,0
1073742430,35,25,1,790,0
1073743111,43,18,1,833,0
1073743111,43,35,1,848,0
1073744385,37,3,1,932,0
1073744410,37,2,1,960,0
1073744412,37,0,1,1033,0
1073744412,37,1,1,1078,0
1073744412,37,2,1,1108,0
1073744412,37,3,1,1136,0
1073744421,37,2,1,1197,0
1073744421,37,3,1,1225,0
1073744423,42,0,1,1298,0
1073744423,42,1,1,1343,0
1073744423,42,2,1,1373,0
1073744423,42,3,1,1401,0
1073742429,35,0,1,529,0
1073742429,35,1,1,576,0
1073742429,35,21,1,607,0
1073742429,35,25,1,632,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073742430,35,0,1,718,0
1073742430,35,1,1,765,0
1073742430,35,21,1,796,0
1073742430,35,25,1,821,0
1073743111,43,18,1,864,0
1073743111,43,35,1,879,0
1073744385,37,2,1,969,0
1073744385,37,3,1,997,0
1073744410,37,2,1,1025,0
1073744412,37,0,1,1098,0
1073744412,37,1,1,1143,0
1073744412,37,2,1,1173,0
1073744412,37,3,1,1201,0
1073744421,37,0,1,1274,0
1073744421,37,1,1,1319,0
1073744421,37,2,1,1320,0
1073744421,37,3,1,1348,0
1073744423,42,0,1,1415,0
1073744423,42,1,1,1460,0
1073744423,42,2,1,1490,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,244,0
1073742425,35,1,1,291,0
1073742425,35,21,1,322,0
1073742425,35,25,1,347,0
1073742428,35,0,1,402,0
1073742428,35,1,1,449,0
1073742428,35,21,1,480,0
1073742428,35,25,1,505,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073742430,35,0,1,718,0
1073742430,35,1,1,765,0
1073742430,35,21,1,796,0
1073742430,35,25,1,821,0
1073743111,43,18,1,864,0
1073743111,43,35,1,879,0
1073744385,37,3,1,963,0
1073744410,37,2,1,997,0
1073744410,37,3,1,1025,0
1073744412,37,0,1,1071,0
1073744412,37,1,1,1116,0
1073744412,37,2,1,1146,0
1073744412,37,3,1,1174,0
1073744421,37,2,1,1235,0
1073744421,37,3,1,1263,0
1073744423,42,0,1,1330,0
1073744423,42,1,1,1375,0
1073744423,42,2,1,1405,0
1073742429,35,0,1,560,0
1073742429,35,1,1,607,0
1073742429,35,21,1,638,0
1073742429,35,25,1,663,0
1073741947,4,0,0,29,0
1073742424,35,0,1,82,0
1073742424,35,1,1,129,0
1073742424,35,5,1,160,0
1073742424,35,25,1,189,0
1073742425,35,0,1,238,0
1073742425,35,1,1,285,0
1073742425,35,25,1,316,0
1073742428,35,0,1,365,0
1073742428,35,1,1,412,0
1073742428,35,25,1,443,0
1073742429,35,0,1,498,0
1073742429,35,1,1,545,0
1073742429,35,21,1,576,0
1073742429,35,25,1,601,0
1073742430,35,0,1,656,0
1073742430,35,1,1,703,0
1073742430,35,21,1,734,0
1073742430,35,25,1,759,0
1073743111,43,18,1,802,0
1073743111,43,35,1,817,0
1073744385,37,2,1,907,0
1073744385,37,3,1,935,0
