idx,type_id,x,y,z,up_x,up_y,up_z,fwd_x,fwd_y,fwd_z,yaw_deg,flags,byte_offset,byte_size
415,1223404046,31.06729,-2.79060,0.19047,0.00000,-0.00000,1.00000,-0.41981,-0.90761,-0.00000,-114.82,30,52742,186
416,1223404046,0.87067,-6.26630,-2.31712,-0.13894,0.01778,0.99014,0.81902,-0.55998,0.12498,-34.36,30,52930,186
417,-1476457415,19.36658,-20.82500,-3.05919,0.00000,0.00000,1.00000,-0.00000,-1.00000,0.00000,-90.00,1,53118,170
418,1020883125,40.45000,17.32500,1.35000,0.00000,0.00000,1.00000,-1.00000,-0.00000,0.00000,-180.00,31,53290,157
419,1223404046,25.12500,-16.77500,-0.89400,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,30,53449,171
420,1223404046,11.90651,-1.70000,-2.17000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,30,53622,166
421,1223404046,12.62500,29.62500,-3.17400,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,30,53790,166
422,1223404046,-7.30000,1.80000,-2.00000,0.00000,0.00000,1.00000,0.86603,0.50000,0.00000,30.00,30,53958,171
423,1223404046,-2.45000,20.10000,-3.82600,0.00000,0.00000,1.00000,0.76604,-0.64279,0.00000,-40.00,30,54131,171
424,1223404046,10.12500,3.75000,-1.93700,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,30,54304,171
425,1223404046,1.32500,-3.25000,-1.23100,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,30,54477,171
426,-1476457415,39.95324,16.85777,0.43325,0.00000,0.00000,1.00000,-1.00000,-0.00000,0.00000,-180.00,1,54650,170
427,1020883125,19.88135,0.76609,-2.62580,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,90.00,31,54822,157
428,1223404046,1.37500,-2.45000,-1.15500,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,30,54981,171
429,1223404046,20.30000,-19.95000,-3.10000,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,30,55154,171
430,1223404046,38.96203,7.35966,-0.63865,-0.00076,0.00102,1.00000,-1.00000,-0.00000,-0.00076,-180.00,30,55327,186
431,1223404046,30.73551,22.94045,-1.26552,-0.03055,0.05733,0.99789,-0.41458,-0.90915,0.03954,-114.51,30,55515,186
432,1223404046,3.22555,15.01992,-3.41089,0.06431,0.00903,0.99789,0.99420,-0.08698,-0.06329,-5.00,30,55703,186
433,-1476457415,19.88135,0.76609,-2.62580,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,1,55891,170
434,1020883125,5.42407,24.56882,-2.31056,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,90.00,31,56063,157
435,1020883125,-1.50078,-0.55195,-1.21878,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00,31,56222,152
436,1020883125,19.36658,-20.82500,-3.05919,0.00000,0.00000,1.00000,0.00000,-1.00000,0.00000,-90.00,31,56376,157
437,1020883125,39.95324,16.85777,0.43325,0.00000,0.00000,1.00000,-1.00000,-0.00000,0.00000,-180.00,31,56535,157
438,1020883125,20.06183,1.33452,-1.42500,0.00000,0.00000,1.00000,-0.00000,1.00000,0.00000,90.00,31,56694,157
439,1020883125,7.18446,-6.68653,-3.74312,0.00000,0.00000,1.00000,-0.00000,-1.00000,0.00000,-90.00,31,56853,153
440,1020883125,26.48446,-7.68653,-2.84312,0.00000,0.00000,1.00000,-0.00000,-1.00000,0.00000,-90.00,31,57008,153
441,1223404046,22.35261,2.39454,-2.54337,0.00000,0.00000,1.00000,-0.00000,-1.00000,0.00000,-90.00,30,57163,171
442,1223404046,33.61897,4.64260,-1.57779,0.00000,-0.00000,1.00000,-0.08407,-0.99646,-0.00000,-94.82,30,57336,186
443,-1342546397,14.37300,4.88700,3.42000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,90.00,1,57524,142
444,-1855279381,8.97535,4.53499,-2.03067,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,57668,185
445,231608991,14.94506,-10.12064,-14.32790,0.00000,0.00000,1.00000,0.99992,0.01227,0.00000,0.70,1,57855,190
446,-1855279381,-0.84446,-1.78369,-0.48963,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,58047,185
447,-1855279381,-6.51607,16.11465,-0.72828,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,58234,185
448,-1855279381,10.78536,25.36561,-2.20924,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,58421,185
449,-1855279381,29.29260,25.37900,-1.71427,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,58608,185
450,-1855279381,39.03077,7.44618,-0.71889,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,58795,185
451,-1855279381,18.43913,-20.82532,-1.89319,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,58982,185
452,-1855279381,5.43012,-11.68360,-2.06483,0.00000,0.00000,1.00000,-0.01227,0.99992,0.00000,90.70,1,59169,185
