type_id,obj_group,obj_gid,dx,dy,dz,note
-141261448,bloc,-1403743693,1.208508,2.545851,0.616228,
-1276771669,bloc,653320750,2.006856,1.838120,1.410734,
1966347093,bloc,-2142817074,1.604186,1.600741,0.204626,
1080636816,bloc,306862890,0.219859,0.210425,0.463140,
-344142758,bloc,-2000610377,1.398969,1.465890,0.216994,
-425303348,bloc,1956027660,2.121556,1.866564,6.220701,
-780535197,bloc,-1225819440,1.817750,1.722719,0.175190,
-2128852445,bloc,-1418937157,1.600000,1.600000,2.200000,
-1367471358,bloc,-751833793,0.347012,0.632518,1.150210,
973538166,bloc,-1784198279,1.599999,1.599999,1.599999,
-194636126,bloc,-1213095050,0.400005,0.800000,0.200000,
-984668480,bloc,1350873987,1.600000,0.800000,0.600000,
1795700261,bloc,-316540936,0.171450,0.101468,0.165718,
-393788705,bloc,729757217,0.426571,0.423670,0.811141,
-1261696019,bloc,139275404,6.400010,12.800000,0.200000,
-499246483,bloc,-1202486542,2.368718,1.968340,2.148092,
276720615,bloc,-1424241865,0.999910,0.017780,1.488188,
1508523010,bloc,-235441080,1.084154,0.907583,16.790321,
1576473307,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-99308245,bloc,-905059383,0.679597,0.826788,0.058593,
1631560885,bloc,686857203,1.862650,4.558682,0.656806,
-1702795949,bloc,1996884557,1.603686,1.605433,0.204485,
1321211831,bloc,2044601157,1.122720,1.425162,1.949307,
32043757,bloc,1744009719,1.009507,1.014940,0.367052,
44613514,bloc,-1167166240,0.186420,0.782622,0.016820,
-457712308,bloc,-1759794947,0.203314,0.201827,0.203381,
622020449,bloc,1613901507,0.123748,0.123748,0.155397,
1541665944,bloc,-568916432,0.064565,0.808021,1.182098,
-597807866,bloc,1391437399,0.058059,0.089249,0.116956,
584701786,bloc,-1121859191,0.276640,0.325822,0.307382,
364877620,bloc,-1558783333,0.001000,0.093688,0.062644,
-230028072,bloc,518947356,1.380266,0.157537,2.439124,
357637473,bloc,1796352658,1.601749,1.708746,6.527409,
1797868144,bloc,1359244335,0.146796,0.146734,0.287637,
-2029567811,bloc,353979986,0.001000,0.145406,0.073500,
855143119,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
513213980,bloc,990602228,0.400144,0.400144,0.200636,
2062928760,bloc,-878365834,0.203242,0.551020,0.712391,
-870851252,bloc,850347886,16.119034,10.740465,2.863212,
-963066078,bloc,-1409230478,0.111656,0.111419,0.200644,
247948731,bloc,-851566561,0.521478,0.511133,0.374804,
1046676894,bloc,-864127150,0.418604,1.728033,2.183976,
1756493654,bloc,1382761572,0.571976,0.578423,0.046261,
-249435970,bloc,1166145219,1.381197,1.274555,2.041676,
438071944,bloc,-1415822071,1.000000,1.000000,0.025000,
443142438,bloc,-1941260296,0.695463,1.187629,0.410914,
2146232744,bloc,-1403743693,1.208508,2.545851,0.616228,
298221350,bloc,-787646490,0.710015,2.108082,0.215768,
-1062552774,weap,-370671751,0.130596,0.130772,0.261734,
1283298563,bloc,330865702,0.064632,0.149947,0.184826,
417278190,bloc,-487194450,0.833275,0.626096,0.802654,
-394272716,bloc,61487493,1.172967,0.961953,0.498608,
-447480679,bloc,1614715248,0.800651,0.457055,0.203233,
-325594173,bloc,2135545301,1.675888,1.299085,0.214840,
455422974,bloc,-898109230,0.501767,0.500867,0.398173,
1730907477,bloc,-1402658956,0.267934,0.186072,0.110905,
-1019570325,bloc,-266230705,0.752905,0.292746,0.750252,
1889470636,bloc,-1667996693,0.111656,0.111419,0.200644,
302261060,bloc,-308887456,0.120242,0.801765,0.378002,
959658482,bloc,-1194585217,0.272385,1.238844,0.026760,
-902390836,ctrl,1246657372,0.971463,0.705884,0.722740,
-598675151,bloc,-661325671,0.001000,0.152651,0.032813,
-191674833,bloc,-1920610665,3.271420,4.856088,2.607642,
488175425,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-188929251,bloc,-1753056107,0.138906,0.228126,0.115908,
2081381999,bloc,745875367,3.200008,3.200000,12.800000,
307008624,bloc,-542290416,0.453979,1.331185,0.162570,
-1467259218,bloc,160004540,0.100689,0.313714,0.126959,
1017922079,bloc,-1146441212,0.488032,1.599064,0.448355,
759775548,bloc,-520567320,0.399998,3.200000,2.202540,
-1387856760,bloc,371937711,0.294190,0.242303,0.584072,
352792487,bloc,-514087893,3.199999,3.200001,2.001909,
1112353092,bloc,-1017659735,2.626967,2.356788,0.063640,
673034112,bloc,-239979546,0.111656,0.111419,0.200644,
-446137873,bloc,427075186,0.600000,0.600043,2.200010,
-1475912321,bloc,1183187219,0.203469,0.801283,0.400972,
-792701821,bloc,1839396970,1.153227,2.347749,1.882646,
1073062991,bloc,-237234815,0.123883,0.685825,0.847205,
1163992209,bloc,-316540936,0.171450,0.101468,0.165718,
1175500974,mach,1420801396,4.669530,2.339969,2.006384,
1262507388,bloc,-2137459448,0.172238,0.335824,0.069957,
2094338852,bloc,-127410787,0.125230,0.530197,0.838787,
-1478134817,bloc,-1646773975,0.509276,0.400362,0.463257,
1361150846,bloc,-1060743608,1.605486,1.613168,2.210620,
-1720425530,bloc,1450659830,0.201592,0.400839,0.400267,
1875098621,scen,-656922699,0.132741,0.132736,0.129266,
-454569693,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-1778719387,bloc,1535048858,6.895395,5.552059,2.458483,
858956944,bloc,58114484,0.400075,0.400034,0.801997,
1623923366,bloc,579923960,0.062842,0.241111,0.354331,
1323296074,bloc,394706303,1.047187,1.331269,0.162083,
1299238834,bloc,-710551198,0.218994,0.113911,0.334106,
1249401402,bloc,1486441263,0.111656,0.111419,0.200644,
-1039364538,bloc,963218489,0.159572,2.603349,1.618803,
-1137573773,bloc,1551905167,0.111656,0.111419,0.200644,
-614133168,bloc,-908110194,0.800005,1.600000,0.200000,
1735640563,bloc,-320441705,0.400000,0.400000,0.400000,
-1767551077,bloc,-716990243,0.192619,0.558724,0.895772,
388733565,bloc,100083769,0.100185,2.387569,0.671127,
-869845555,bloc,954061356,0.211898,0.807415,0.306659,
-2009801089,bloc,576088378,0.623582,1.576136,0.984789,
994119899,bloc,-96975823,0.127128,0.200000,0.190692,
588598720,bloc,1056623871,0.400003,2.600014,1.400069,
974988605,bloc,-1124175521,1.195678,2.154533,0.955130,
43409164,bloc,-796460428,0.009765,0.025053,0.080439,
1775952448,bloc,-1842513381,1.047187,1.331269,0.162083,
1773874715,bloc,-117624348,0.377222,1.552018,0.026944,
1868092241,bloc,1392717418,3.618230,3.606207,16.911272,
1688143539,bloc,91867799,0.111656,0.111419,0.200644,
-245395772,bloc,1708053530,0.079719,0.052642,0.015796,
-1463438133,bloc,-1708599925,0.763459,0.658231,0.971848,
493906366,bloc,-1885316222,0.394446,0.527427,0.938546,
-320436500,bloc,169188570,11.242966,11.246541,2.343365,
630462697,bloc,-1278205413,0.111656,0.111419,0.200644,
-1926837483,bloc,-1890581307,0.213676,0.206345,0.303940,
468997533,bloc,-443701810,1.600000,4.800000,2.599999,
-518477552,bloc,-1344629175,0.415475,0.809041,0.500928,
-1302623632,bloc,435520971,0.814679,0.814668,0.576009,
-584216079,bloc,138223474,1.599973,3.200000,0.200000,
-958044517,bloc,-1127247105,2.901594,0.822657,4.135219,
1501228877,bloc,1877693516,0.473788,0.156198,0.302416,
-1071390931,bloc,998809116,0.338915,0.354843,0.285494,
1088334072,bloc,-1319391455,0.051823,0.169736,0.133195,
-1727241262,bloc,1110831628,0.400000,0.400000,1.600000,
-19095148,bloc,1312421461,1.550000,1.083563,0.186802,
-1279219056,bloc,-1498285825,0.456968,1.399021,2.901875,
-571550801,bloc,-542290416,0.453979,1.331185,0.162570,
-576213123,bloc,-887008599,0.745322,1.017910,3.163179,
895077924,bloc,-701159348,0.134660,0.112881,0.143706,
-970666283,bloc,224036264,0.069938,0.262502,0.728932,
2145582415,bloc,719608757,0.111656,0.111419,0.200644,
441583105,bloc,698053416,0.213808,0.222248,1.121888,
1772410041,bloc,1479388533,1.600000,1.599999,1.599999,
-525871705,bloc,-589184806,0.156610,0.201655,0.032359,
156040274,bloc,921578612,0.163891,0.042625,0.514073,
-1135268937,bloc,-2026964057,0.098686,0.285255,0.421701,
-962364181,bloc,-354801940,2.455421,2.290437,1.648857,
-1155606257,scen,37256,0.081738,0.599845,0.599845,
-1917507734,bloc,-1249943319,4.625358,0.805936,2.210929,
1945040915,bloc,-1903964145,0.514232,0.445381,0.023367,
-2103231105,bloc,645317982,0.671731,0.567863,1.081041,
133379520,bloc,1902437310,0.200916,1.400018,1.399935,
-558889614,bloc,128888212,0.111656,0.111419,0.200644,
380410325,bloc,-627799894,1.810392,1.753789,6.069253,
-664561256,bloc,-1454735585,0.069409,3.211999,0.211477,
-1884909892,bloc,517144844,0.411588,2.803544,1.406949,
-691424527,bloc,432227185,0.800000,1.600000,3.200000,
-1812899868,bloc,416231917,0.794679,0.700481,0.041404,
-1600190957,bloc,-137932112,0.247585,0.733464,1.358646,
872157396,bloc,-1338437177,0.178726,0.398709,0.333909,
-1333589694,bloc,620094893,0.362182,0.614258,0.401269,
71839812,bloc,-915786031,0.416958,0.616890,0.325333,
-1170643676,bloc,-517801318,0.203836,1.401981,1.501433,
1980653115,bloc,-681948362,0.001000,0.321279,0.067831,
622918304,bloc,-571633492,0.047958,0.167943,0.060419,
970316359,bloc,2089971662,2.434592,1.317928,1.625840,
1944047665,bloc,-872099955,0.200000,0.200000,0.800000,
-1944191188,bloc,-2007472272,3.605537,1.801383,1.800756,
-1063091359,bloc,-317362908,0.219089,0.717405,0.340094,
1694209988,bloc,1391437399,0.058059,0.089249,0.116956,
188391070,bloc,-1429766931,0.157949,0.070048,0.249971,
-251257751,bloc,1255199931,0.111656,0.111419,0.200644,
2083372609,bloc,530124926,0.400000,0.400000,2.200000,
-29809561,bloc,1318235222,0.300765,0.845690,0.450902,
904339231,bloc,549882363,0.491951,0.499175,0.673155,
-1778358460,bloc,-264871458,0.817472,0.817850,0.857401,
-1344747203,bloc,814357438,0.079169,0.586978,0.393892,
-718009538,bloc,-1070705640,1.154623,1.150993,0.108174,
-437276853,bloc,77753051,1.339383,2.625476,2.384293,
-1933628756,bloc,1407444342,2.111281,1.534380,16.790649,
1102080718,bloc,-801006963,0.695295,0.629598,0.502396,
-749864886,bloc,-587101709,0.267029,0.266495,0.385867,
929379738,bloc,664410658,1.178615,1.848973,0.498983,
227770528,bloc,1583759746,0.221655,1.600509,0.800292,
916515843,bloc,-444750004,0.064627,3.215282,0.803508,
-1168405682,bloc,-345521247,0.800000,0.800001,0.800012,
1246999945,bloc,-1719553329,1.029006,2.436768,1.703637,
1631925287,bloc,187013834,0.387383,0.474078,0.202037,
-1913952371,bloc,-385463491,2.883054,4.616551,0.750590,
1979171534,bloc,142429692,3.506880,3.019234,2.725727,
388597365,bloc,1786341262,4.604560,0.078770,1.241154,
333398171,bloc,316380028,0.274499,0.286949,0.195132,
122541670,bloc,-1591052745,12.800005,25.600000,0.200000,
-490169562,bloc,461529417,0.047958,0.167943,0.060419,
1902037207,bloc,1494967815,1.474751,3.954200,1.328672,
-659569577,bloc,263085117,0.001000,0.321171,0.067581,
-1103034141,bloc,1455567737,0.274194,0.272658,0.446507,
-348792062,bloc,-214296609,0.235550,0.587682,0.867895,
-769693198,bloc,-1924517866,0.051791,0.169757,0.133196,
859237410,bloc,-796870965,0.539706,1.617112,1.803030,
-512312831,bloc,-851063358,1.599973,3.200000,0.200000,
-25855440,bloc,2057795278,0.699124,6.950639,5.301545,
13108505,bloc,929802980,1.634710,6.526299,1.311011,
-2006105170,bloc,200118673,1.453076,0.652414,1.998406,
-1287062553,bloc,-761727746,0.224146,0.188142,0.366489,
-1062580973,bloc,-2094214733,6.400009,6.400000,25.600000,
481068333,bloc,694598645,0.145918,0.131538,0.286638,
-1813152991,bloc,-2090455489,0.893905,0.596939,0.115834,
812349883,bloc,-514880884,1.600000,1.600000,6.400000,
-987659891,bloc,-494850559,0.488063,0.884484,0.448441,
304568000,bloc,1261126554,1.258832,1.216446,1.650190,
1499631505,bloc,771285330,0.237429,0.263485,0.097306,
-1956014341,bloc,-1021668737,1.973651,1.890450,0.572382,
1526043977,bloc,962019895,0.254725,0.253655,0.402015,
841874352,bloc,-160422929,0.244002,2.256570,0.242730,
288063728,bloc,-295816611,0.156610,0.201655,0.032359,
-1768933402,bloc,1031746244,0.368074,0.378320,0.525286,
-1210852217,bloc,1543192795,0.200001,0.800001,0.199999,
24646342,bloc,1896055263,1.448498,1.491406,4.503747,
787133651,bloc,-659130931,0.111656,0.111419,0.200644,
-247894,bloc,896847804,0.525427,3.212492,1.805235,
-466132372,bloc,-467850545,0.415034,0.214001,0.414184,
-797289340,bloc,335296615,0.866911,1.269843,0.342579,
398294344,bloc,989603830,0.201679,0.201035,0.202948,
283629306,bloc,-1842610365,0.001000,0.113582,0.113281,
2002413076,bloc,-1604453684,0.990755,1.261691,2.884497,
1207308801,bloc,-1620978376,2.139433,0.225245,1.033035,
-467276164,bloc,1419297705,0.455322,0.874347,16.790188,
-1179583669,bloc,272461431,0.272385,1.238844,0.026760,
-427680929,bloc,-2041942445,0.549846,1.125576,0.570450,
-128460672,bloc,-710551198,0.218994,0.113911,0.334106,
437164530,bloc,-470888263,0.184762,0.219495,0.298452,
-106979345,bloc,-1701710069,0.111656,0.111419,0.200644,
-325952292,bloc,22825925,0.799988,1.023012,0.800149,
-1862986070,bloc,44872228,0.126189,0.146270,0.080755,
-1249594051,bloc,-1962043152,0.201681,1.601219,0.439708,
799385423,bloc,-1468145440,0.329904,0.475460,2.611380,
1119373456,bloc,-1846479520,1.089078,1.095756,0.514197,
-1542820153,bloc,774627637,0.111656,0.111419,0.200644,
381701570,bloc,226671414,0.200000,0.200000,0.199999,
764217989,bloc,-1431552439,0.081934,1.000043,0.625058,
1563838783,bloc,1431902529,0.465273,0.640562,1.803403,
-2060255553,bloc,401398804,0.167946,1.085046,0.681208,
648983616,bloc,-324427091,0.045765,0.267689,0.119658,
-585381882,bloc,388544019,0.800000,0.800000,3.200000,
-635618692,bloc,2080304812,0.427521,0.827443,0.576445,
422503239,bloc,-1519301758,0.253366,0.309894,0.103952,
1403983763,bloc,-55310283,1.548255,1.551266,11.456245,
330109517,bloc,-750130874,2.210792,2.276070,1.587020,
2001436665,bloc,142429692,3.506880,3.019234,2.725727,
-1070296450,bloc,1483260598,0.886848,0.594733,0.103872,
-826804385,bloc,-1595272970,0.277494,0.276862,0.445544,
-494723023,bloc,-781948835,0.272094,0.149928,1.074960,
1529405426,bloc,-1660711293,0.111656,0.111419,0.200644,
-2901354,bloc,1788923505,0.157949,0.070048,0.249971,
-1455090107,bloc,-1162978538,0.001000,0.087500,0.075000,
1820355495,bloc,-1698166709,1.173863,1.899980,1.964420,
-1953520394,bloc,-1804714630,0.001000,0.270256,0.037107,
-1917962665,bloc,-1447072104,0.507519,1.069225,0.519875,
286176533,bloc,-817142934,0.103992,0.831933,0.483025,
851468451,bloc,1892233227,3.397702,0.448867,0.544925,
-2039201014,bloc,784883778,0.036361,0.036471,0.111772,
-1696378626,bloc,-124604330,1.940356,1.602390,0.170280,
-1590149280,bloc,-1144821508,1.174606,1.176435,2.220327,
-70503175,bloc,-2092809388,0.128288,0.141721,0.224806,
649730325,bloc,-1778407944,0.945887,0.430062,0.653786,
-617490887,bloc,-610125051,3.372539,3.380370,0.214685,
-45825338,bloc,1580123563,0.859843,4.526030,0.218313,
1504213608,bloc,1382810508,2.360306,1.947772,1.672380,
736764419,bloc,-1061063214,0.488057,0.884484,0.448441,
-1779038656,bloc,1491957864,0.202387,0.800141,1.200372,
1325502123,bloc,1846437406,0.001000,0.106679,0.101790,
-1599682496,bloc,-2035516632,1.142941,1.115592,3.399131,
784760410,bloc,1256040406,0.001000,0.100000,0.200000,
-74922723,bloc,-1202486542,2.368718,1.968340,2.148092,
598247865,bloc,-1470729555,0.001000,0.136687,0.134318,
-33175155,bloc,583313193,0.508030,0.607604,0.711670,
-1543540030,bloc,385496855,0.506979,0.517029,0.367052,
-1868367315,bloc,-826029423,0.800001,0.800001,0.800001,
1420355790,bloc,-816158195,0.231719,0.153682,0.151483,
-668190709,bloc,-422230382,0.687731,0.724223,0.453419,
110923180,bloc,1615752607,0.655741,0.655823,1.602604,
-954454012,bloc,-988960586,0.111656,0.111419,0.200644,
-891166532,bloc,-274348902,0.111656,0.111419,0.200644,
-889538369,bloc,-1755691069,2.168339,2.530189,1.072366,
1128947810,bloc,1755434542,0.093381,0.800685,0.403059,
-461224115,bloc,278552520,1.370031,1.283850,1.003546,
-1836916820,bloc,1959505735,0.600072,0.600243,0.199802,
2073264910,bloc,-1726982778,0.111656,0.111419,0.200644,
1102092500,bloc,147637311,0.056467,0.407133,0.502669,
-2120834935,bloc,-505571194,1.220702,1.257200,0.208920,
-1213571076,bloc,-1807747475,0.339439,3.217544,2.160811,
1003194703,bloc,123952937,0.315897,0.733242,0.945841,
929183006,bloc,-787646490,0.710015,2.108082,0.215768,
987637259,bloc,-2102616524,2.341202,2.405783,10.477621,
-971980135,bloc,388544019,0.800000,0.800000,3.200000,
1968834528,bloc,372035023,0.248158,0.789451,1.948457,
-1847450663,bloc,952075845,0.340935,0.251844,0.362958,
53527778,bloc,-1416611368,0.200923,0.200361,0.200458,
-1326245352,bloc,-161234840,0.324517,0.371035,0.080333,
-291599213,bloc,1262756496,0.271837,0.271074,0.096511,
-768127056,bloc,-1603995081,3.026922,2.580828,1.629382,
517700002,bloc,-69888019,0.194574,0.226110,0.523739,
-1428715228,bloc,-739997582,0.079719,0.052642,0.015796,
-1825803927,vehi,-987154221,1.202796,1.127990,0.598412,
1878086486,bloc,-1796205120,0.051000,0.169663,0.078341,
230300676,bloc,-1098108094,4.337252,1.814642,1.615927,
1032218150,bloc,851552977,1.599999,6.400000,1.600000,
-1389346743,bloc,1210486994,0.134627,1.572843,0.513367,
1209018908,bloc,-893441842,0.152487,0.361232,0.318867,
-1631813081,bloc,164539835,1.247851,1.231094,4.073795,
30196566,bloc,1376619621,0.688813,0.399971,1.102069,
572809319,bloc,1129614293,0.111656,0.111419,0.200644,
-638078883,bloc,-1537363369,2.774083,3.195049,9.600554,
700282385,bloc,1529680027,0.485063,0.335962,0.101655,
-450394949,bloc,-594276673,0.186420,0.782622,0.016820,
-2023668048,bloc,1613901507,0.123748,0.123748,0.155397,
161920811,bloc,1110831628,0.400000,0.400000,1.600000,
1676121395,bloc,-1701104488,0.388043,0.405904,0.220738,
407729377,bloc,1409592559,3.200014,6.400000,3.200000,
316771842,bloc,703049921,0.134066,0.073099,0.072574,
-70858199,bloc,-1758383964,0.001000,0.100000,0.100000,
-2066994573,bloc,-1182513631,0.228037,0.736955,0.917090,
1762337708,bloc,-1447072104,0.507519,1.069225,0.519875,
1319039586,bloc,-1202486542,2.368718,1.968340,2.148092,
-1363183485,bloc,227865874,0.283246,0.630560,0.277338,
1812610166,bloc,-1173713653,1.000000,1.000000,0.025000,
225884200,bloc,706088255,0.282882,0.122907,0.099264,
-1029927331,bloc,-1167166240,0.186420,0.782622,0.016820,
651298924,bloc,-685921976,0.111656,0.111419,0.200644,
697575242,bloc,-78076685,0.076457,0.535654,1.115401,
-966446051,bloc,740538087,0.300803,0.800015,0.900420,
-1668138847,bloc,-1219479237,0.111656,0.111419,0.200644,
1954687318,bloc,-588524909,0.111656,0.111419,0.200644,
-1374859934,bloc,818930233,1.605343,5.708893,1.962961,
674244938,bloc,1410286005,0.402341,0.402221,0.202593,
1753274318,bloc,-1412260478,3.372539,3.380370,0.214685,
-559425811,bloc,-898450019,0.001000,0.132428,0.130212,
1219892012,bloc,-1531245908,3.298087,3.101886,13.223836,
1170274662,bloc,594256558,0.296956,0.138062,0.086704,
209024185,bloc,1853927217,0.378386,1.245181,1.059704,
511409630,bloc,-1482020784,0.376308,0.404698,0.453302,
-1494490196,bloc,-1371196331,0.499179,0.618669,0.494726,
1445179196,bloc,-1342830653,0.111656,0.111419,0.200644,
-251228686,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1595564777,bloc,1455567737,0.274194,0.272658,0.446507,
-183886613,bloc,-1840495383,0.200000,0.400000,0.450000,
1758925597,bloc,-316540936,0.171450,0.101468,0.165718,
1965022065,bloc,-1804628250,2.973558,2.944111,0.223270,
-1544981056,bloc,912646646,0.380431,0.806185,0.426563,
344095595,bloc,825427889,0.223001,0.166372,0.128776,
-1078695494,bloc,-1428581730,0.124883,1.568753,1.800014,
2060816267,bloc,-1523850023,0.685905,0.699475,1.656639,
1188803818,bloc,-716990243,0.192619,0.558724,0.895772,
-1709550829,bloc,-716990243,0.192619,0.558724,0.895772,
-1632146835,bloc,642986968,0.111656,0.111419,0.200644,
1546847002,bloc,-2086246925,1.600000,1.600000,6.400000,
-1524677849,bloc,1168985008,0.111656,0.111419,0.200644,
-1771771675,bloc,-1818537308,3.817255,1.435472,1.495139,
-1302862255,bloc,-1687346613,0.400005,0.800000,0.200000,
1936854201,bloc,1841336484,0.111656,0.111419,0.200644,
-1545927443,bloc,870803923,0.076200,0.897796,1.270247,
-237488185,bloc,-137932112,0.247585,0.733464,1.358646,
-2092644165,bloc,-854553360,0.111656,0.111419,0.200644,
1583471165,bloc,-1795038000,1.600007,3.200000,3.200000,
-963942518,bloc,-157674329,0.400917,0.401465,0.231527,
475600440,eqip,257365759,0.308691,0.100045,0.100045,
503631800,bloc,1871954737,0.268285,0.285635,0.354718,
790698787,bloc,-1006374995,0.001000,0.143630,0.073500,
1359318463,bloc,-1819418900,0.330721,0.524196,0.921293,
801517767,weap,-370671751,0.130596,0.130772,0.261734,
-1404265577,bloc,1458487994,0.913433,1.041550,0.750443,
-2087351715,bloc,-944618431,0.771178,1.933233,0.056645,
1104497851,bloc,1554281961,0.989934,1.030682,0.289344,
-563791969,bloc,-1172326177,0.362294,0.241355,0.401982,
379913046,bloc,1906833224,0.270353,0.272497,0.102748,
-400138457,bloc,-899558595,0.171457,0.250397,0.102437,
-1434987898,bloc,-127795938,0.940891,0.856241,0.636044,
-1136624030,bloc,1103183388,0.584633,1.024776,1.622189,
1706222331,bloc,-857106012,0.856087,1.084449,1.937197,
1851123315,bloc,-2874759,0.350630,0.579334,0.567635,
933782692,bloc,-1558039039,0.288017,0.620393,0.219493,
-1549263449,bloc,-675647857,6.521749,6.484194,6.485212,
981739802,bloc,2051661424,2.451614,2.907240,16.790222,
-1069121907,bloc,-182580313,2.121543,1.862353,6.215911,
707549041,bloc,-134631817,1.600000,3.200001,1.500000,
1372799699,bloc,1390248757,0.235686,0.568452,0.419395,
-1085110482,bloc,1586236442,1.234675,0.191707,0.191463,
-1294066737,bloc,-2023966461,1.277089,1.280101,3.007344,
-784231167,bloc,-1457267710,0.111656,0.111419,0.200644,
195775167,bloc,-914370961,0.200529,3.223690,2.600000,
-352085645,bloc,1889776153,0.971463,0.705884,0.722740,
-1551314345,bloc,653320750,2.006856,1.838120,1.410734,
-632750748,bloc,859589747,0.158125,0.940753,0.056958,
-438464349,bloc,-816158195,0.231719,0.153682,0.151483,
30053580,bloc,772259290,0.798964,0.801690,0.402296,
-2038184581,bloc,-1587620590,3.910511,1.927370,1.630119,
-590504935,bloc,1161770157,1.124966,1.057278,0.422357,
596491061,bloc,-1100840864,0.186356,0.780164,0.010904,
1361985939,bloc,1181621122,0.603687,0.742740,1.476391,
1563801708,bloc,-233933347,3.339894,3.716413,3.462021,
-362100439,bloc,1388071221,0.001000,0.100000,0.200000,
-1216222610,bloc,739740178,3.608975,1.640910,1.801757,
791766180,bloc,556261681,0.946293,1.053612,2.277073,
2007348554,bloc,833611248,0.521694,6.099668,0.634848,
-153902808,bloc,-882560721,0.800009,3.200001,0.405289,
-1566697228,bloc,1759808487,0.001000,0.144392,0.073613,
1308888558,bloc,2103864076,0.192136,0.544525,0.048584,
738826758,bloc,-684024014,0.244002,2.256570,0.242730,
1384052742,bloc,-1402658956,0.267934,0.186072,0.110905,
-1385032404,bloc,-34850274,0.400890,1.600987,1.601376,
44086673,bloc,-1819418900,0.330721,0.524196,0.921293,
1459874653,bloc,1982208727,1.695120,0.712630,1.060983,
-1470488868,bloc,-1471077272,0.201546,0.561868,0.973634,
1526218263,bloc,1779254140,2.896726,2.800679,1.287210,
1501883261,bloc,1157188676,0.001000,0.132198,0.129244,
2036077727,bloc,-1603995081,3.026922,2.580828,1.629382,
-1051507839,bloc,120252376,3.233766,1.657657,1.409140,
-1645458103,bloc,-483261459,1.200864,0.802242,0.407034,
-26953699,bloc,-1649478054,0.797801,0.400386,0.398549,
-1436517628,bloc,-1531146366,0.111656,0.111419,0.200644,
898908374,bloc,876162525,1.003989,1.091410,0.484951,
-1514901111,bloc,-354801940,2.455421,2.290437,1.648857,
-1546725879,bloc,-2117262828,0.111656,0.111419,0.200644,
1640567645,bloc,-79100765,6.400010,12.800000,0.200000,
1914717085,bloc,-770981659,2.091769,1.978237,1.539945,
1983874491,bloc,942255413,0.392446,1.005593,1.401563,
-1822126879,bloc,-223641810,0.111656,0.111419,0.200644,
-1522057648,bloc,337473403,0.304176,0.304317,0.200655,
29284719,bloc,-797332541,0.158845,0.071580,0.184017,
455197259,bloc,1983787657,0.075160,0.886050,1.264305,
-644173482,bloc,-1006429771,0.400000,1.599999,0.400000,
-1126702244,bloc,1059682093,6.895395,5.552059,2.458483,
-926310053,bloc,1280742630,0.937405,0.398351,0.595231,
2108082748,bloc,1262756496,0.271837,0.271074,0.096511,
-1114371720,bloc,-815059684,0.266549,0.470301,0.217508,
-106437375,bloc,-90785108,2.249152,2.881398,0.215641,
-410788533,bloc,-1849838436,1.600007,3.200000,3.200000,
1180513176,bloc,195290111,0.063825,1.625804,0.042206,
-795527550,bloc,1524672651,0.800408,0.400536,0.402465,
1111753378,bloc,-923298708,0.627647,0.638446,0.816604,
2058571962,bloc,1333271448,0.274069,0.272658,0.445501,
1193558886,bloc,1333271448,0.274069,0.272658,0.445501,
-1342546397,weap,1530156,0.072229,0.053127,0.066936,
-418627567,bloc,1834345417,0.001000,0.113364,0.110401,
-1243907050,bloc,955300446,6.400000,12.800000,3.200000,
-1075263194,bloc,2108411426,0.111656,0.111419,0.200644,
-989407298,bloc,1063247563,0.232310,0.222748,0.201221,
-1526821055,bloc,-1378055552,0.111656,0.111419,0.200644,
-1154017124,bloc,1979592156,1.438180,1.080456,0.751468,
404331836,bloc,213633587,0.685394,0.270228,3.104297,
-1696071810,bloc,-683543214,0.400000,1.593624,1.599138,
-1751154772,vehi,981491938,0.668015,0.330084,0.549919,
1938661417,bloc,1483260598,0.886848,0.594733,0.103872,
295928660,bloc,1359244335,0.146796,0.146734,0.287637,
1000978784,bloc,197260171,0.182819,0.242613,0.230351,
343968936,bloc,-84281547,0.111656,0.111419,0.200644,
-341406060,bloc,-848043777,0.411730,0.420367,0.416741,
-464008717,bloc,-1471077272,0.201546,0.561868,0.973634,
-1422631181,bloc,-1554219326,0.415739,0.424433,2.212985,
137154715,bloc,-1754213187,0.200341,0.200212,0.200479,
-906033151,bloc,1699144003,0.601861,0.603372,0.202014,
1346198464,bloc,1291028047,0.026838,0.043677,0.102880,
-505104623,bloc,-1767301475,0.351927,0.203891,0.064640,
1726644032,bloc,1280742630,0.937405,0.398351,0.595231,
-306692525,bloc,-214296609,0.235550,0.587682,0.867895,
1639518531,bloc,-648658890,0.274343,0.137654,0.198442,
43789762,bloc,64679651,0.966262,0.948756,0.184686,
-1342734883,bloc,-1087099774,1.624405,1.601222,6.417274,
-24584446,bloc,-226474029,0.011015,0.089224,0.085252,
1208611533,bloc,537661587,1.384272,1.481385,1.430651,
-2086803068,bloc,-1612232891,2.818300,2.705608,0.655750,
1496044122,bloc,683527900,1.309356,1.309356,1.123763,
-435695488,bloc,1983787657,0.075160,0.886050,1.264305,
