carte,col,lig,niveau,composante,x,y,z,h_m,v,e,nb_visibles,d_arme_forte_m,d_arme_m,d_objectif_m,d_couvert_m,r_prox,m_prox,h_n,v_n,e_n,r_n,m_n,score
live fire,45,60,0,0,22.75,30.25,-0.20,-0.309,0.114,0.528,87,inf,5.87,1.50,1.50,0.925,0.875,0.435,0.462,0.600,0.974,0.913,0.465
live fire,46,60,0,0,23.25,30.25,-0.20,-0.325,0.105,0.500,80,inf,5.99,1.62,1.41,0.919,0.882,0.429,0.425,0.567,0.967,0.921,0.460
live fire,47,60,0,0,23.75,30.25,-0.20,-0.337,0.080,0.500,61,inf,6.11,1.83,1.12,0.909,0.907,0.425,0.323,0.567,0.957,0.946,0.440
live fire,48,60,0,0,24.25,30.25,-0.20,-0.342,0.102,0.556,78,inf,6.32,2.12,0.50,0.894,0.958,0.423,0.414,0.633,0.941,1.000,0.453
live fire,49,60,0,0,24.75,30.25,-0.20,-0.344,0.098,0.444,75,inf,6.61,2.53,1.00,0.873,0.917,0.423,0.398,0.500,0.919,0.957,0.459
live fire,50,60,0,0,25.25,30.25,-0.20,-0.334,0.094,0.306,72,inf,7.02,2.94,1.50,0.853,0.875,0.426,0.382,0.333,0.898,0.913,0.471
live fire,-23,61,0,0,-11.25,30.75,0.45,-1.099,0.080,0.333,61,19.60,13.32,2.31,1.88,0.884,0.843,0.162,0.323,0.367,0.931,0.880,0.376
live fire,-22,61,0,0,-10.75,30.75,0.37,-1.184,0.077,0.417,59,19.22,12.93,1.89,1.64,0.905,0.863,0.133,0.312,0.467,0.953,0.900,0.358
live fire,-21,61,0,0,-10.25,30.75,0.37,-1.180,0.065,0.472,50,18.82,12.54,1.50,1.50,0.925,0.875,0.134,0.263,0.533,0.974,0.913,0.345
live fire,-20,61,0,0,-9.75,30.75,0.37,-1.166,0.054,0.444,41,18.53,12.25,1.22,1.14,0.939,0.905,0.139,0.215,0.500,0.988,0.944,0.349
live fire,-19,61,0,0,-9.25,30.75,0.37,-1.173,0.045,0.417,34,18.25,11.97,1.12,3.38,0.944,0.718,0.136,0.177,0.467,0.994,0.749,0.318
live fire,-18,61,0,0,-8.75,30.75,0.37,-1.168,0.033,0.472,25,18.14,11.86,1.22,3.27,0.939,0.728,0.138,0.129,0.533,0.988,0.759,0.299
live fire,-18,61,1,0,-8.75,30.75,3.69,2.158,0.030,0.389,23,17.26,2.12,2.62,1.00,0.869,0.917,1.000,0.118,0.433,0.915,0.957,0.585
live fire,-17,61,0,0,-8.25,30.75,0.37,-1.180,0.027,0.389,21,18.03,11.75,1.50,3.16,0.925,0.736,0.134,0.108,0.433,0.974,0.768,0.307
live fire,-17,61,1,0,-8.25,30.75,3.69,2.143,0.020,0.306,15,16.76,1.62,2.12,0.71,0.894,0.941,1.000,0.075,0.333,0.941,0.982,0.601
live fire,-16,61,0,0,-7.75,30.75,3.69,2.149,0.010,0.222,8,16.26,1.12,1.62,1.00,0.919,0.917,1.000,0.038,0.233,0.967,0.957,0.609
live fire,-14,61,0,0,-6.75,30.75,1.70,0.151,0.000,0.000,0,13.89,6.48,3.62,0.00,0.819,1.000,0.594,0.000,0.000,0.862,1.000,0.501
live fire,-14,61,1,0,-6.75,30.75,3.70,2.147,0.102,0.333,78,15.26,0.50,0.71,1.00,0.965,0.917,1.000,0.414,0.367,1.000,0.957,0.671
live fire,-13,61,0,0,-6.25,30.75,1.70,0.148,0.000,0.000,0,13.39,6.19,3.12,0.00,0.844,1.000,0.593,0.000,0.000,0.888,1.000,0.506
live fire,-13,61,1,0,-6.25,30.75,3.70,2.143,0.096,0.389,73,14.76,0.71,0.50,1.50,0.975,0.875,1.000,0.387,0.433,1.000,0.913,0.649
live fire,-12,61,0,0,-5.75,30.75,1.70,0.137,0.000,0.000,0,12.89,5.99,2.62,0.00,0.869,1.000,0.589,0.000,0.000,0.915,1.000,0.510
live fire,-12,61,1,0,-5.75,30.75,3.70,2.132,0.094,0.417,72,14.26,1.12,0.71,1.50,0.965,0.875,1.000,0.382,0.467,1.000,0.913,0.643
live fire,-11,61,0,0,-5.25,30.75,1.70,0.118,0.000,0.000,0,12.39,5.78,2.13,0.00,0.894,1.000,0.582,0.000,0.000,0.941,1.000,0.513
live fire,-11,61,1,0,-5.25,30.75,3.72,2.130,0.098,0.500,75,13.76,1.62,1.12,1.41,0.944,0.882,1.000,0.398,0.567,0.994,0.920,0.631
live fire,-10,61,0,0,-4.75,30.75,1.62,0.002,0.000,0.000,0,11.88,5.27,1.62,0.00,0.919,1.000,0.542,0.000,0.000,0.967,1.000,0.506
live fire,-10,61,1,0,-4.75,30.75,3.72,2.100,0.157,0.639,120,13.26,2.12,1.62,1.00,0.919,0.917,1.000,0.640,0.733,0.967,0.957,0.655
live fire,-9,61,0,0,-4.25,30.75,1.56,-0.081,0.213,0.500,163,11.38,4.77,1.12,0.50,0.944,0.958,0.514,0.871,0.567,0.994,1.000,0.592
live fire,-8,61,0,0,-3.75,30.75,1.56,-0.074,0.217,0.639,166,10.88,4.47,0.71,1.00,0.965,0.917,0.516,0.887,0.733,1.000,0.956,0.566
live fire,-7,61,0,0,-3.25,30.75,1.56,-0.042,0.223,0.750,170,10.38,4.36,0.50,1.50,0.975,0.875,0.527,0.909,0.867,1.000,0.913,0.547
live fire,-6,61,0,0,-2.75,30.75,1.56,0.013,0.228,0.833,174,9.88,4.24,0.50,2.00,0.975,0.833,0.546,0.930,0.967,1.000,0.869,0.535
live fire,-5,61,0,0,-2.25,30.75,1.56,0.094,0.224,0.889,171,9.38,4.12,0.50,2.50,0.975,0.792,0.574,0.914,1.000,1.000,0.826,0.529
live fire,-4,61,0,0,-1.75,30.75,1.56,0.159,0.220,0.944,168,8.88,4.00,0.71,3.00,0.965,0.750,0.597,0.898,1.000,1.000,0.782,0.526
live fire,-3,61,0,0,-1.25,30.75,1.56,0.191,0.212,0.833,162,8.38,4.12,1.12,3.50,0.944,0.708,0.608,0.866,0.967,0.994,0.739,0.520
live fire,-2,61,0,0,-0.75,30.75,1.56,0.248,0.207,0.861,158,7.88,4.24,1.62,3.03,0.919,0.748,0.627,0.844,1.000,0.967,0.780,0.518
live fire,0,61,0,0,0.25,30.75,1.69,0.501,0.173,0.750,132,6.87,4.48,2.63,2.64,0.869,0.780,0.715,0.704,0.867,0.914,0.814,0.530
live fire,1,61,0,0,0.75,30.75,1.90,0.762,0.162,0.722,124,6.35,4.81,3.17,2.74,0.842,0.772,0.805,0.661,0.833,0.886,0.806,0.547
live fire,2,61,0,0,1.25,30.75,1.89,0.805,0.149,0.583,114,5.85,5.10,3.64,2.74,0.818,0.772,0.820,0.608,0.667,0.861,0.806,0.560
live fire,3,61,0,0,1.75,30.75,-0.89,-1.932,0.012,0.139,9,inf,7.19,6.57,1.96,0.672,0.837,0.000,0.043,0.133,0.707,0.873,0.261
live fire,3,61,1,0,1.75,30.75,1.89,0.846,0.140,0.556,107,5.44,5.39,4.14,2.33,0.793,0.806,0.834,0.570,0.633,0.835,0.841,0.562
live fire,4,61,0,0,2.25,30.75,-0.85,-1.863,0.024,0.278,18,inf,6.90,6.27,1.45,0.686,0.879,0.000,0.091,0.300,0.722,0.917,0.255
live fire,4,61,1,0,2.25,30.75,1.89,0.881,0.098,0.472,75,5.03,5.03,4.64,2.41,0.768,0.799,0.846,0.398,0.533,0.808,0.834,0.540
live fire,5,61,0,0,2.75,30.75,-0.82,-1.786,0.021,0.278,16,inf,6.61,5.98,1.16,0.701,0.903,0.000,0.081,0.300,0.738,0.943,0.260
live fire,6,61,0,0,3.25,30.75,-0.78,-1.707,0.016,0.194,12,inf,6.41,5.87,1.03,0.706,0.914,0.000,0.059,0.200,0.744,0.953,0.274
live fire,9,61,0,0,4.75,30.75,1.89,1.136,0.035,0.167,27,2.53,2.53,2.53,2.62,0.873,0.782,0.934,0.140,0.167,0.919,0.816,0.589
live fire,10,61,0,0,5.25,30.75,1.89,1.184,0.045,0.250,34,2.12,2.12,2.12,2.50,0.894,0.792,0.951,0.177,0.267,0.941,0.826,0.593
live fire,11,61,0,0,5.75,30.75,1.89,1.226,0.046,0.250,35,1.83,1.83,1.83,2.62,0.909,0.782,0.965,0.183,0.267,0.957,0.816,0.600
live fire,12,61,0,0,6.25,30.75,1.89,1.267,0.046,0.278,35,1.62,1.62,1.62,2.74,0.919,0.772,0.979,0.183,0.300,0.967,0.806,0.600
live fire,13,61,0,0,6.75,30.75,1.89,1.302,0.048,0.333,37,1.50,1.50,1.50,2.74,0.925,0.772,0.992,0.194,0.367,0.974,0.806,0.597
live fire,14,61,0,0,7.25,30.75,1.89,1.324,0.045,0.250,34,1.62,1.62,1.62,2.62,0.919,0.782,0.999,0.177,0.267,0.967,0.816,0.611
live fire,15,61,0,0,7.75,30.75,1.89,1.317,0.046,0.278,35,1.83,1.83,1.83,2.50,0.909,0.792,0.997,0.183,0.300,0.957,0.826,0.606
live fire,16,61,0,0,8.25,30.75,1.89,1.293,0.038,0.278,29,2.12,2.12,2.12,2.62,0.894,0.782,0.989,0.151,0.300,0.941,0.816,0.592
live fire,39,61,0,0,19.75,30.75,-0.20,-0.343,0.055,0.306,42,inf,6.85,3.24,0.71,0.838,0.941,0.423,0.220,0.333,0.882,0.982,0.445
live fire,40,61,0,0,20.25,30.75,-0.20,-0.323,0.046,0.361,35,inf,6.43,2.74,0.71,0.863,0.941,0.430,0.183,0.400,0.909,0.982,0.435
live fire,41,61,0,0,20.75,30.75,-0.20,-0.313,0.033,0.389,25,inf,6.14,2.24,1.00,0.888,0.917,0.433,0.129,0.433,0.935,0.957,0.421
live fire,42,61,0,0,21.25,30.75,-0.20,-0.307,0.042,0.444,32,inf,6.02,1.83,1.12,0.909,0.907,0.435,0.167,0.500,0.957,0.946,0.422
live fire,43,61,0,0,21.75,30.75,-0.20,-0.321,0.106,0.556,81,inf,6.14,1.41,0.50,0.929,0.958,0.431,0.430,0.633,0.978,1.000,0.466
live fire,44,61,0,0,22.25,30.75,-0.20,-0.343,0.115,0.639,88,inf,6.25,1.12,1.00,0.944,0.917,0.423,0.468,0.733,0.994,0.957,0.453
live fire,45,61,0,0,22.75,30.75,-0.20,-0.362,0.123,0.611,94,inf,6.37,1.00,1.50,0.950,0.875,0.417,0.500,0.700,1.000,0.913,0.457
live fire,46,61,0,0,23.25,30.75,-0.20,-0.376,0.114,0.583,87,inf,6.49,1.12,1.12,0.944,0.907,0.412,0.462,0.667,0.994,0.946,0.457
live fire,47,61,0,0,23.75,30.75,-0.20,-0.385,0.080,0.556,61,inf,6.61,1.41,0.71,0.929,0.941,0.409,0.323,0.633,0.978,0.982,0.435
live fire,48,61,0,0,24.25,30.75,-0.20,-0.391,0.094,0.556,72,inf,6.73,1.83,0.50,0.909,0.958,0.406,0.382,0.633,0.957,1.000,0.445
live fire,49,61,0,0,24.75,30.75,-0.20,-0.394,0.105,0.444,80,inf,7.02,2.33,1.00,0.884,0.917,0.406,0.425,0.500,0.930,0.957,0.461
live fire,50,61,0,0,25.25,30.75,-0.20,-0.390,0.107,0.417,82,inf,7.31,2.83,1.21,0.859,0.899,0.407,0.435,0.467,0.904,0.939,0.461
live fire,-22,62,0,0,-10.75,31.25,0.62,-0.982,0.089,0.361,68,18.88,12.60,2.25,1.50,0.888,0.875,0.202,0.360,0.400,0.934,0.913,0.397
live fire,-21,62,0,0,-10.25,31.25,0.61,-0.999,0.084,0.444,64,18.47,12.19,1.97,1.14,0.901,0.905,0.197,0.339,0.500,0.949,0.944,0.383
live fire,-20,62,0,0,-9.75,31.25,0.61,-0.990,0.073,0.444,56,18.07,11.79,1.78,1.00,0.911,0.917,0.200,0.296,0.500,0.959,0.957,0.379
live fire,-19,62,0,0,-9.25,31.25,0.62,-0.972,0.056,0.472,43,17.78,11.50,1.68,1.00,0.916,0.917,0.206,0.226,0.533,0.964,0.957,0.363
live fire,-18,62,0,0,-8.75,31.25,0.61,-0.953,0.038,0.417,29,17.59,11.31,1.78,2.72,0.911,0.773,0.212,0.151,0.467,0.959,0.807,0.337
live fire,-18,62,1,0,-8.75,31.25,3.70,2.127,0.034,0.444,26,17.29,2.24,2.50,0.50,0.875,0.958,1.000,0.134,0.500,0.921,1.000,0.586
live fire,-17,62,0,0,-8.25,31.25,0.61,-0.953,0.027,0.417,21,17.47,11.19,1.97,2.60,0.901,0.783,0.212,0.108,0.467,0.949,0.817,0.328
live fire,-17,62,1,0,-8.25,31.25,3.70,2.127,0.016,0.278,12,16.79,1.83,2.00,1.50,0.900,0.875,1.000,0.059,0.300,0.947,0.913,0.593
live fire,-16,62,0,0,-7.75,31.25,3.70,2.136,0.009,0.167,7,16.29,1.41,1.50,1.00,0.925,0.917,1.000,0.032,0.167,0.974,0.957,0.620
live fire,-14,62,0,0,-6.75,31.25,1.70,0.142,0.000,0.000,0,13.99,6.90,3.51,0.00,0.825,1.000,0.591,0.000,0.000,0.868,1.000,0.501
live fire,-14,62,1,0,-6.75,31.25,3.70,2.142,0.114,0.361,87,15.29,1.00,0.50,1.00,0.975,0.917,1.000,0.462,0.400,1.000,0.957,0.676
live fire,-13,62,0,0,-6.25,31.25,1.70,0.148,0.000,0.000,0,13.49,6.60,3.01,0.00,0.850,1.000,0.593,0.000,0.000,0.894,1.000,0.507
live fire,-13,62,1,0,-6.25,31.25,3.70,2.143,0.105,0.389,80,14.79,1.12,0.00,1.12,1.000,0.907,1.000,0.425,0.433,1.000,0.946,0.662
live fire,-12,62,0,0,-5.75,31.25,1.70,0.144,0.000,0.000,0,12.99,6.39,2.51,0.00,0.875,1.000,0.591,0.000,0.000,0.921,1.000,0.512
live fire,-12,62,1,0,-5.75,31.25,3.70,2.139,0.099,0.417,76,14.29,1.41,0.50,1.00,0.975,0.917,1.000,0.403,0.467,1.000,0.957,0.654
live fire,-11,62,0,0,-5.25,31.25,1.70,0.126,0.000,0.000,0,12.49,5.90,2.01,0.00,0.900,1.000,0.585,0.000,0.000,0.947,1.000,0.515
live fire,-11,62,1,0,-5.25,31.25,3.70,2.121,0.126,0.444,96,13.79,1.83,1.00,1.12,0.950,0.907,1.000,0.511,0.500,1.000,0.946,0.669
live fire,-10,62,0,0,-4.75,31.25,1.62,0.010,0.000,0.000,0,11.99,5.48,1.50,0.00,0.925,1.000,0.545,0.000,0.000,0.974,1.000,0.508
live fire,-10,62,1,0,-4.75,31.25,3.70,2.092,0.170,0.500,130,13.29,2.24,1.50,1.00,0.925,0.917,1.000,0.694,0.567,0.974,0.957,0.692
live fire,-9,62,0,0,-4.25,31.25,1.56,-0.063,0.213,0.472,163,11.48,5.18,1.00,0.50,0.950,0.958,0.520,0.871,0.533,1.000,1.000,0.600
live fire,-8,62,0,0,-3.75,31.25,1.56,-0.042,0.223,0.611,170,10.98,4.97,0.50,1.00,0.975,0.917,0.527,0.909,0.700,1.000,0.956,0.578
live fire,-7,62,0,0,-3.25,31.25,1.56,-0.011,0.232,0.722,177,10.48,4.86,0.00,1.50,1.000,0.875,0.538,0.946,0.833,1.000,0.913,0.563
live fire,-6,62,0,0,-2.75,31.25,1.56,0.055,0.233,0.778,178,9.98,4.74,0.50,2.00,0.975,0.833,0.561,0.952,0.900,1.000,0.869,0.554
live fire,-5,62,0,0,-2.25,31.25,1.56,0.135,0.234,0.833,179,9.48,4.62,1.00,2.50,0.950,0.792,0.588,0.957,0.967,1.000,0.826,0.547
live fire,-4,62,0,0,-1.75,31.25,1.56,0.197,0.228,0.833,174,8.98,4.50,1.12,3.00,0.944,0.750,0.610,0.930,0.967,0.994,0.782,0.540
live fire,-3,62,0,0,-1.25,31.25,1.56,0.230,0.226,0.778,173,8.48,4.62,1.41,3.50,0.929,0.708,0.621,0.925,0.900,0.978,0.739,0.543
live fire,-2,62,0,0,-0.75,31.25,1.56,0.277,0.217,0.806,166,8.00,4.74,1.83,3.14,0.909,0.738,0.637,0.887,0.933,0.957,0.770,0.535
live fire,-1,62,0,0,-0.25,31.25,2.29,1.075,0.212,0.778,162,7.30,5.07,2.45,2.57,0.877,0.786,0.913,0.866,0.900,0.923,0.820,0.620
live fire,0,62,0,0,0.25,31.25,2.34,1.181,0.196,0.694,150,6.81,5.22,2.96,2.08,0.852,0.826,0.950,0.801,0.800,0.897,0.862,0.634
live fire,1,62,0,0,0.75,31.25,1.92,0.820,0.177,0.667,135,6.24,5.22,3.37,2.00,0.832,0.833,0.825,0.720,0.767,0.875,0.870,0.582
live fire,2,62,0,0,1.25,31.25,1.92,0.874,0.162,0.639,124,5.74,5.51,3.77,2.24,0.812,0.814,0.844,0.661,0.733,0.854,0.849,0.574
live fire,3,62,0,0,1.75,31.25,-0.99,-1.991,0.025,0.222,19,inf,6.77,6.15,0.51,0.692,0.958,0.000,0.097,0.233,0.729,0.999,0.280
live fire,3,62,1,0,1.75,31.25,1.92,0.917,0.153,0.583,117,5.24,5.24,4.27,2.12,0.787,0.823,0.858,0.624,0.667,0.828,0.859,0.577
live fire,4,62,0,0,2.25,31.25,-0.98,-1.943,0.025,0.278,19,inf,6.48,5.86,0.71,0.707,0.941,0.000,0.097,0.300,0.744,0.982,0.270
live fire,4,62,1,0,2.25,31.25,1.89,0.923,0.103,0.528,79,4.74,4.74,4.74,2.12,0.763,0.823,0.861,0.419,0.600,0.803,0.859,0.542
live fire,5,62,0,0,2.75,31.25,-0.94,-1.869,0.024,0.278,18,inf,6.18,5.56,1.67,0.722,0.861,0.000,0.091,0.300,0.760,0.898,0.260
live fire,5,62,1,0,2.75,31.25,1.89,0.960,0.089,0.472,68,4.33,4.33,4.33,1.71,0.784,0.858,0.873,0.360,0.533,0.825,0.895,0.553
live fire,6,62,0,0,3.25,31.25,-0.90,-1.786,0.014,0.222,11,inf,5.89,5.36,1.55,0.732,0.871,0.000,0.054,0.233,0.771,0.909,0.266
live fire,8,62,0,0,4.25,31.25,1.89,1.113,0.039,0.167,30,2.74,2.74,2.74,2.12,0.863,0.823,0.926,0.156,0.167,0.909,0.859,0.595
live fire,9,62,0,0,4.75,31.25,1.89,1.158,0.046,0.306,35,2.24,2.24,2.24,2.33,0.888,0.806,0.942,0.183,0.333,0.935,0.841,0.582
live fire,10,62,0,0,5.25,31.25,1.89,1.205,0.047,0.361,36,1.83,1.83,1.83,2.50,0.909,0.792,0.958,0.188,0.400,0.957,0.826,0.580
live fire,11,62,0,0,5.75,31.25,1.89,1.240,0.054,0.333,41,1.41,1.41,1.41,2.62,0.929,0.782,0.970,0.215,0.367,0.978,0.816,0.597
live fire,12,62,0,0,6.25,31.25,1.89,1.289,0.059,0.333,45,1.12,1.12,1.12,2.12,0.944,0.823,0.987,0.237,0.367,0.994,0.859,0.616
live fire,13,62,0,0,6.75,31.25,1.89,1.313,0.062,0.333,47,1.00,1.00,1.00,1.62,0.950,0.865,0.995,0.247,0.367,1.000,0.903,0.629
live fire,14,62,0,0,7.25,31.25,1.89,1.326,0.062,0.333,47,1.12,1.12,1.12,1.12,0.944,0.907,1.000,0.247,0.367,0.994,0.946,0.635
live fire,15,62,0,0,7.75,31.25,1.89,1.327,0.063,0.333,48,1.41,1.41,1.41,0.71,0.929,0.941,1.000,0.253,0.367,0.978,0.982,0.638
live fire,16,62,0,0,8.25,31.25,1.89,1.299,0.060,0.306,46,1.83,1.83,1.83,2.12,0.909,0.823,0.991,0.242,0.333,0.957,0.859,0.616
live fire,17,62,0,0,8.75,31.25,1.89,1.246,0.059,0.333,45,2.24,2.24,2.24,2.33,0.888,0.806,0.972,0.237,0.367,0.935,0.841,0.597
live fire,25,62,0,0,12.75,31.25,1.51,0.751,0.122,0.500,93,6.68,3.74,6.68,1.00,0.666,0.917,0.801,0.495,0.567,0.701,0.957,0.538
live fire,26,62,0,0,13.25,31.25,1.51,0.762,0.161,0.556,123,6.80,3.94,6.80,1.12,0.660,0.907,0.805,0.656,0.633,0.695,0.946,0.558
live fire,27,62,0,0,13.75,31.25,1.51,0.783,0.207,0.611,158,7.30,4.24,7.30,1.62,0.635,0.865,0.812,0.844,0.700,0.668,0.903,0.577
live fire,28,62,0,0,14.25,31.25,1.51,0.802,0.213,0.583,163,7.80,4.54,7.80,1.50,0.610,0.875,0.819,0.871,0.667,0.642,0.913,0.585
live fire,29,62,0,0,14.75,31.25,1.51,0.826,0.212,0.528,162,8.30,4.86,8.30,1.62,0.585,0.865,0.827,0.866,0.600,0.616,0.903,0.590
live fire,39,62,0,0,19.75,31.25,-0.20,-0.432,0.064,0.306,49,inf,7.14,3.35,1.00,0.832,0.917,0.392,0.258,0.333,0.876,0.957,0.438
live fire,40,62,0,0,20.25,31.25,-0.20,-0.411,0.055,0.278,42,inf,6.85,2.94,0.50,0.853,0.958,0.400,0.220,0.300,0.898,1.000,0.449
live fire,41,62,0,0,20.75,31.25,-0.20,-0.397,0.031,0.306,24,inf,6.64,2.53,1.00,0.873,0.917,0.404,0.124,0.333,0.919,0.957,0.423
live fire,43,62,0,0,21.75,31.25,-0.20,-0.386,0.093,0.417,71,inf,6.64,1.12,1.00,0.944,0.917,0.408,0.376,0.467,0.994,0.957,0.470
live fire,44,62,0,0,22.25,31.25,-0.20,-0.399,0.110,0.583,84,inf,6.75,0.71,1.12,0.965,0.907,0.404,0.446,0.667,1.000,0.946,0.452
live fire,45,62,0,0,22.75,31.25,-0.20,-0.412,0.119,0.667,91,inf,6.87,0.50,1.62,0.975,0.865,0.399,0.484,0.767,1.000,0.903,0.437
live fire,46,62,0,0,23.25,31.25,-0.20,-0.427,0.116,0.556,89,inf,6.99,0.71,1.41,0.965,0.882,0.394,0.473,0.633,1.000,0.921,0.456
live fire,48,62,0,0,24.25,31.25,-0.20,-0.442,0.058,0.222,44,inf,7.23,2.33,1.00,0.884,0.917,0.389,0.231,0.233,0.930,0.957,0.457
live fire,49,62,0,0,24.75,31.25,-0.20,-0.441,0.113,0.472,86,inf,7.43,2.53,1.12,0.873,0.907,0.389,0.457,0.533,0.919,0.946,0.454
live fire,50,62,0,0,25.25,31.25,-0.20,-0.443,0.114,0.389,87,inf,7.73,2.94,1.00,0.853,0.917,0.389,0.462,0.433,0.898,0.957,0.467
live fire,-22,63,0,0,-10.75,31.75,0.87,-0.756,0.102,0.361,78,18.65,12.37,2.72,1.89,0.864,0.842,0.280,0.414,0.400,0.909,0.879,0.421
live fire,-21,63,0,0,-10.25,31.75,0.86,-0.794,0.096,0.444,73,18.15,11.87,2.44,1.50,0.878,0.875,0.267,0.387,0.500,0.924,0.913,0.404
live fire,-20,63,0,0,-9.75,31.75,0.86,-0.771,0.084,0.444,64,17.74,11.46,2.34,1.14,0.883,0.905,0.275,0.339,0.500,0.930,0.944,0.403
live fire,-19,63,0,0,-9.25,31.75,0.87,-0.743,0.077,0.417,59,17.32,11.04,2.23,0.75,0.888,0.937,0.285,0.312,0.467,0.935,0.978,0.412
live fire,-18,63,0,0,-8.75,31.75,0.86,-0.733,0.056,0.444,43,17.03,10.75,2.34,0.75,0.883,0.937,0.288,0.226,0.500,0.930,0.978,0.389
live fire,-18,63,1,0,-8.75,31.75,3.70,2.098,0.050,0.361,38,17.41,2.53,2.62,0.50,0.869,0.958,1.000,0.199,0.400,0.915,1.000,0.613
live fire,-17,63,0,0,-8.25,31.75,0.86,-0.729,0.031,0.333,24,16.92,10.63,2.45,2.05,0.878,0.830,0.290,0.124,0.367,0.924,0.866,0.371
live fire,-17,63,1,0,-8.25,31.75,3.70,2.101,0.020,0.278,15,17.00,2.12,2.21,0.71,0.890,0.941,1.000,0.075,0.300,0.936,0.982,0.605
live fire,-14,63,0,0,-6.75,31.75,1.70,0.144,0.000,0.000,0,14.11,7.31,3.62,0.00,0.819,1.000,0.591,0.000,0.000,0.862,1.000,0.500
live fire,-14,63,1,0,-6.75,31.75,3.70,2.144,0.097,0.361,74,15.41,1.50,0.71,1.50,0.965,0.875,1.000,0.392,0.400,1.000,0.913,0.655
live fire,-13,63,0,0,-6.25,31.75,1.70,0.144,0.000,0.000,0,13.61,7.01,3.12,0.00,0.844,1.000,0.591,0.000,0.000,0.888,1.000,0.505
live fire,-13,63,1,0,-6.25,31.75,3.70,2.139,0.089,0.361,68,14.91,1.62,0.50,1.62,0.975,0.865,1.000,0.360,0.400,1.000,0.903,0.647
live fire,-12,63,0,0,-5.75,31.75,1.70,0.135,0.000,0.000,0,13.11,6.60,2.62,0.00,0.869,1.000,0.588,0.000,0.000,0.915,1.000,0.509
live fire,-12,63,1,0,-5.75,31.75,3.70,2.135,0.098,0.417,75,14.41,1.83,0.71,1.50,0.965,0.875,1.000,0.398,0.467,1.000,0.913,0.647
live fire,-9,63,0,0,-4.25,31.75,1.56,-0.039,0.207,0.500,158,11.38,5.59,1.12,1.00,0.944,0.916,0.528,0.844,0.567,0.994,0.956,0.584
live fire,-8,63,0,0,-3.75,31.75,1.56,-0.013,0.223,0.667,170,10.88,5.47,0.71,1.12,0.965,0.907,0.537,0.909,0.767,1.000,0.946,0.570
live fire,-7,63,0,0,-3.25,31.75,1.56,0.031,0.229,0.750,175,10.38,5.36,0.50,1.62,0.975,0.865,0.552,0.935,0.867,1.000,0.903,0.558
live fire,-6,63,0,0,-2.75,31.75,1.56,0.092,0.236,0.889,180,9.88,5.24,0.71,2.12,0.965,0.823,0.573,0.962,1.000,1.000,0.859,0.543
live fire,-5,63,0,0,-2.25,31.75,1.56,0.176,0.234,0.917,179,9.38,5.12,1.12,2.62,0.944,0.782,0.602,0.957,1.000,0.994,0.816,0.543
live fire,-4,63,0,0,-1.75,31.75,1.56,0.239,0.234,0.889,179,8.88,5.00,1.62,3.12,0.919,0.740,0.624,0.957,1.000,0.967,0.772,0.538
live fire,-3,63,0,0,-1.25,31.75,1.56,0.264,0.226,0.833,173,8.38,5.12,1.83,3.62,0.909,0.698,0.633,0.925,0.967,0.957,0.729,0.530
live fire,-2,63,0,0,-0.75,31.75,1.56,0.315,0.220,0.806,168,7.91,5.24,2.12,3.41,0.894,0.716,0.651,0.898,0.933,0.941,0.747,0.535
live fire,-1,63,0,0,-0.25,31.75,2.26,1.065,0.213,0.778,163,7.17,5.55,2.69,2.67,0.865,0.778,0.910,0.871,0.900,0.911,0.811,0.616
live fire,0,63,0,0,0.25,31.75,2.29,1.170,0.195,0.722,149,6.68,5.65,3.16,2.18,0.842,0.819,0.946,0.796,0.833,0.886,0.854,0.623
live fire,1,63,0,0,0.75,31.75,1.92,0.860,0.175,0.667,134,6.12,5.62,3.63,2.12,0.818,0.823,0.839,0.715,0.767,0.861,0.859,0.581
live fire,2,63,0,0,1.25,31.75,1.92,0.920,0.169,0.611,129,5.62,5.62,4.06,2.24,0.797,0.814,0.859,0.688,0.700,0.839,0.849,0.586
live fire,3,63,0,0,1.75,31.75,-0.99,-1.950,0.026,0.306,20,inf,6.48,5.86,1.00,0.707,0.916,0.000,0.102,0.333,0.744,0.956,0.263
live fire,3,63,1,0,1.75,31.75,1.92,0.958,0.164,0.611,125,5.12,5.12,4.47,2.24,0.776,0.814,0.873,0.667,0.700,0.817,0.849,0.581
live fire,4,63,0,0,2.25,31.75,-0.99,-1.910,0.025,0.278,19,inf,6.07,5.45,1.12,0.728,0.907,0.000,0.097,0.300,0.766,0.946,0.269
live fire,4,63,1,0,2.25,31.75,1.89,0.966,0.124,0.583,95,4.62,4.62,4.62,2.50,0.769,0.792,0.876,0.505,0.667,0.810,0.826,0.550
live fire,5,63,0,0,2.75,31.75,-0.99,-1.869,0.018,0.278,14,inf,5.77,5.15,1.50,0.742,0.875,0.000,0.070,0.300,0.782,0.913,0.262
live fire,5,63,1,0,2.75,31.75,1.89,1.007,0.122,0.472,93,4.12,4.12,4.12,2.00,0.794,0.833,0.890,0.495,0.533,0.836,0.870,0.583
live fire,6,63,0,0,3.25,31.75,-0.99,-1.822,0.016,0.250,12,inf,5.48,4.85,2.06,0.757,0.829,0.000,0.059,0.267,0.797,0.865,0.261
