carte,col,lig,niveau,composante,x,y,z,h_m,v,e,nb_visibles,d_arme_forte_m,d_arme_m,d_objectif_m,d_couvert_m,r_prox,m_prox,h_n,v_n,e_n,r_n,m_n,score
streets,38,1,0,0,19.25,0.75,2.50,0.038,0.000,0.000,0,25.04,17.56,8.04,0.00,0.598,1.000,0.363,0.000,0.000,0.485,1.000,0.356
streets,39,1,0,0,19.75,0.75,2.50,0.052,0.000,0.000,0,25.45,17.97,8.45,0.00,0.578,1.000,0.372,0.000,0.000,0.455,1.000,0.353
streets,41,1,0,0,20.75,0.75,2.50,0.081,0.000,0.000,0,28.43,20.96,11.43,0.00,0.428,1.000,0.389,0.000,0.000,0.236,1.000,0.314
streets,47,1,0,0,23.75,0.75,2.09,-0.262,0.017,0.222,13,31.80,25.20,16.43,1.02,0.179,0.915,0.186,0.086,0.276,0.000,0.680,0.133
streets,48,1,0,0,24.25,0.75,2.10,-0.228,0.021,0.222,16,31.92,25.31,16.55,0.54,0.173,0.955,0.206,0.105,0.276,0.000,0.831,0.166
streets,49,1,0,0,24.75,0.75,2.30,-0.006,0.000,0.000,0,32.03,25.43,16.66,0.00,0.167,1.000,0.338,0.000,0.000,0.000,1.000,0.251
streets,-40,2,0,0,-19.75,1.25,0.49,-0.617,0.017,0.222,13,24.00,15.22,13.66,2.20,0.317,0.817,0.000,0.086,0.276,0.073,0.312,0.037
streets,-39,2,0,0,-19.25,1.25,0.48,-0.647,0.018,0.306,14,23.88,15.12,13.56,2.30,0.322,0.808,0.000,0.092,0.379,0.080,0.279,0.019
streets,-38,2,0,0,-18.75,1.25,0.48,-0.664,0.014,0.194,11,23.76,15.03,13.47,2.00,0.327,0.833,0.000,0.072,0.241,0.087,0.373,0.052
streets,-21,2,0,0,-10.25,1.25,1.57,0.472,0.000,0.000,0,12.93,3.36,4.24,0.00,0.788,1.000,0.621,0.000,0.000,0.763,1.000,0.489
streets,-20,2,0,0,-9.75,1.25,1.54,0.489,0.096,0.389,74,12.52,2.94,4.12,0.50,0.794,0.958,0.631,0.487,0.483,0.772,0.843,0.495
streets,-19,2,0,0,-9.25,1.25,1.52,0.505,0.096,0.528,74,12.22,2.53,4.00,1.00,0.800,0.917,0.640,0.487,0.655,0.780,0.686,0.450
streets,-18,2,0,0,-8.75,1.25,1.52,0.542,0.085,0.528,66,11.93,2.12,4.12,1.50,0.794,0.875,0.662,0.434,0.655,0.772,0.530,0.421
streets,-17,2,0,0,-8.25,1.25,1.52,0.582,0.078,0.500,60,11.81,1.83,4.24,2.00,0.788,0.833,0.686,0.395,0.621,0.763,0.373,0.400
streets,-16,2,0,0,-7.75,1.25,1.55,0.658,0.067,0.472,52,11.69,1.62,4.35,2.50,0.782,0.792,0.731,0.342,0.586,0.754,0.216,0.383
streets,-15,2,0,0,-7.25,1.25,1.58,0.755,0.060,0.417,46,11.81,1.83,4.47,3.00,0.776,0.750,0.789,0.303,0.517,0.746,0.059,0.378
streets,-12,2,0,0,-5.75,1.25,0.53,-0.116,0.000,0.000,0,8.12,6.12,3.12,0.00,0.844,1.000,0.272,0.000,0.000,0.845,1.000,0.401
streets,-11,2,0,0,-5.25,1.25,0.48,-0.110,0.000,0.000,0,7.71,6.24,3.01,0.00,0.850,1.000,0.276,0.000,0.000,0.853,1.000,0.403
streets,-10,2,0,0,-4.75,1.25,0.48,-0.050,0.008,0.028,6,7.51,6.36,3.12,0.50,0.844,0.958,0.312,0.039,0.034,0.844,0.843,0.392
streets,-4,2,0,0,-1.75,1.25,0.40,0.164,0.118,0.500,91,2.00,2.00,2.83,3.01,0.900,0.749,0.438,0.599,0.621,0.927,0.057,0.352
streets,-3,2,0,0,-1.25,1.25,0.40,0.168,0.127,0.583,98,1.50,1.50,2.53,3.13,0.925,0.739,0.441,0.645,0.724,0.963,0.020,0.348
streets,-2,2,0,0,-0.75,1.25,0.40,0.145,0.132,0.611,102,1.00,1.00,2.24,3.25,0.950,0.729,0.427,0.671,0.759,1.000,0.000,0.349
streets,-1,2,0,0,-0.25,1.25,0.40,0.104,0.140,0.611,108,0.50,0.50,2.12,3.03,0.975,0.747,0.403,0.711,0.759,1.000,0.050,0.357
streets,0,2,0,0,0.25,1.25,0.40,0.062,0.140,0.667,108,0.00,0.00,2.00,2.62,1.000,0.782,0.378,0.711,0.828,1.000,0.179,0.358
streets,1,2,0,0,0.75,1.25,0.40,0.009,0.140,0.611,108,0.50,0.50,2.12,2.33,0.975,0.806,0.346,0.711,0.759,1.000,0.271,0.373
streets,2,2,0,0,1.25,1.25,0.40,-0.047,0.126,0.556,97,1.00,1.00,2.24,2.12,0.950,0.823,0.313,0.638,0.690,1.000,0.336,0.369
streets,3,2,0,0,1.75,1.25,0.40,-0.118,0.120,0.500,93,1.50,1.50,2.53,2.00,0.925,0.833,0.271,0.612,0.621,0.963,0.373,0.359
streets,15,2,0,0,7.75,1.25,2.32,0.351,0.000,0.000,0,11.72,4.22,3.54,0.00,0.823,1.000,0.549,0.000,0.000,0.814,1.000,0.478
streets,16,2,0,0,8.25,1.25,2.32,0.269,0.000,0.000,0,11.84,4.34,3.24,0.00,0.838,1.000,0.501,0.000,0.000,0.836,1.000,0.467
streets,17,2,0,0,8.75,1.25,2.32,0.212,0.000,0.000,0,12.14,4.63,3.03,0.00,0.848,1.000,0.467,0.000,0.000,0.851,1.000,0.460
streets,18,2,0,0,9.25,1.25,2.32,0.174,0.000,0.000,0,12.64,5.13,3.12,0.00,0.844,1.000,0.444,0.000,0.000,0.845,1.000,0.452
streets,19,2,0,0,9.75,1.25,2.32,0.139,0.057,0.306,44,13.14,5.63,2.62,0.50,0.869,0.958,0.423,0.289,0.379,0.882,0.843,0.431
streets,20,2,0,0,10.25,1.25,2.30,0.073,0.083,0.361,64,13.52,6.13,2.50,1.00,0.875,0.917,0.384,0.421,0.448,0.890,0.687,0.413
streets,21,2,0,0,10.75,1.25,2.30,0.037,0.097,0.472,75,13.94,6.60,2.62,1.41,0.869,0.882,0.363,0.493,0.586,0.882,0.557,0.380
streets,22,2,0,0,11.25,1.25,2.30,0.001,0.100,0.444,77,14.35,7.01,2.54,1.00,0.873,0.917,0.342,0.507,0.552,0.887,0.687,0.401
streets,23,2,0,0,11.75,1.25,2.30,-0.029,0.118,0.472,91,14.85,7.42,2.13,0.50,0.893,0.958,0.324,0.599,0.586,0.917,0.843,0.439
streets,24,2,0,0,12.25,1.25,2.32,-0.035,0.000,0.000,0,15.35,7.92,1.93,0.00,0.904,1.000,0.320,0.000,0.000,0.932,1.000,0.432
streets,29,2,0,0,14.75,1.25,2.50,0.058,0.006,0.111,5,18.30,10.82,1.50,0.50,0.925,0.958,0.375,0.033,0.138,0.963,0.843,0.418
streets,30,2,0,0,15.25,1.25,2.50,0.049,0.010,0.194,8,18.42,10.94,1.62,1.00,0.919,0.917,0.370,0.053,0.241,0.955,0.687,0.379
streets,31,2,0,0,15.75,1.25,2.50,0.034,0.012,0.194,9,18.92,11.44,1.83,0.71,0.909,0.941,0.361,0.059,0.241,0.940,0.778,0.389
streets,32,2,0,0,16.25,1.25,2.50,0.022,0.006,0.139,5,19.42,11.94,2.12,0.50,0.894,0.958,0.354,0.033,0.172,0.918,0.843,0.397
streets,34,2,0,0,17.25,1.25,2.50,-0.002,0.006,0.083,5,24.06,16.58,7.06,0.50,0.647,0.958,0.340,0.033,0.103,0.557,0.843,0.331
streets,35,2,0,0,17.75,1.25,2.50,-0.026,0.003,0.056,2,23.94,16.47,6.94,0.54,0.653,0.955,0.326,0.013,0.069,0.565,0.832,0.328
streets,36,2,0,0,18.25,1.25,2.69,0.189,0.000,0.000,0,24.02,16.54,7.02,0.00,0.649,1.000,0.453,0.000,0.000,0.559,1.000,0.398
streets,37,2,0,0,18.75,1.25,2.69,0.214,0.000,0.000,0,24.31,16.84,7.31,0.00,0.634,1.000,0.468,0.000,0.000,0.538,1.000,0.398
streets,38,2,0,0,19.25,1.25,2.50,0.051,0.000,0.000,0,24.75,17.27,7.74,0.00,0.613,1.000,0.371,0.000,0.000,0.506,1.000,0.363
streets,39,2,0,0,19.75,1.25,2.84,0.414,0.000,0.000,0,25.66,18.19,8.66,0.00,0.567,1.000,0.587,0.000,0.000,0.439,1.000,0.414
streets,41,2,0,0,20.75,1.25,2.50,0.102,0.000,0.000,0,28.32,20.84,11.32,0.00,0.434,1.000,0.401,0.000,0.000,0.244,1.000,0.319
streets,47,2,0,0,23.75,1.25,2.05,-0.280,0.016,0.222,12,32.30,25.70,16.93,1.15,0.154,0.904,0.175,0.079,0.276,0.000,0.641,0.123
streets,48,2,0,0,24.25,1.25,2.06,-0.256,0.018,0.167,14,32.42,25.82,17.05,1.04,0.148,0.913,0.189,0.092,0.207,0.000,0.673,0.145
streets,-40,3,0,0,-19.75,1.75,0.50,-0.621,0.018,0.222,14,23.98,14.90,13.35,1.86,0.333,0.845,0.000,0.092,0.276,0.096,0.418,0.059
streets,-39,3,0,0,-19.25,1.75,0.48,-0.659,0.016,0.250,12,23.89,14.82,13.26,2.01,0.337,0.833,0.000,0.079,0.310,0.102,0.371,0.045
streets,-38,3,0,0,-18.75,1.75,0.49,-0.667,0.016,0.194,12,23.75,14.68,13.12,2.28,0.344,0.810,0.000,0.079,0.241,0.113,0.287,0.045
streets,-21,3,0,0,-10.25,1.75,1.60,0.412,0.000,0.000,0,12.63,3.24,3.74,0.00,0.813,1.000,0.585,0.000,0.000,0.800,1.000,0.486
streets,-20,3,0,0,-9.75,1.75,1.57,0.435,0.100,0.472,77,12.22,2.74,3.62,0.50,0.819,0.958,0.599,0.507,0.586,0.808,0.843,0.481
streets,-19,3,0,0,-9.25,1.75,1.57,0.466,0.093,0.556,72,11.81,2.24,3.50,1.00,0.825,0.917,0.618,0.474,0.690,0.817,0.687,0.443
streets,-18,3,0,0,-8.75,1.75,1.57,0.500,0.087,0.556,67,11.52,1.83,3.62,1.50,0.819,0.875,0.638,0.441,0.690,0.808,0.530,0.417
streets,-17,3,0,0,-8.25,1.75,1.57,0.536,0.076,0.556,59,11.31,1.42,3.74,2.00,0.813,0.833,0.659,0.388,0.690,0.800,0.373,0.388
streets,-16,3,0,0,-7.75,1.75,1.57,0.579,0.070,0.500,54,11.19,1.12,3.85,2.50,0.807,0.792,0.684,0.355,0.621,0.791,0.217,0.374
streets,-12,3,0,0,-5.75,1.75,0.61,-0.131,0.000,0.000,0,7.82,5.62,2.62,0.00,0.869,1.000,0.263,0.000,0.000,0.882,1.000,0.405
streets,-11,3,0,0,-5.25,1.75,0.61,-0.075,0.000,0.000,0,7.41,5.74,2.50,0.00,0.875,1.000,0.296,0.000,0.000,0.890,1.000,0.417
streets,-10,3,0,0,-4.75,1.75,0.61,-0.021,0.000,0.000,0,7.00,5.85,2.62,0.00,0.869,1.000,0.328,0.000,0.000,0.882,1.000,0.425
streets,-4,3,0,0,-1.75,1.75,0.40,0.084,0.128,0.528,99,2.12,2.12,2.53,2.51,0.894,0.791,0.391,0.651,0.655,0.918,0.213,0.365
streets,-3,3,0,0,-1.25,1.75,0.40,0.105,0.131,0.556,101,1.62,1.62,2.12,2.63,0.919,0.781,0.403,0.664,0.690,0.955,0.177,0.368
streets,-2,3,0,0,-0.75,1.75,0.40,0.083,0.136,0.667,105,1.12,1.12,1.83,2.75,0.944,0.771,0.390,0.691,0.828,0.991,0.140,0.350
streets,-1,3,0,0,-0.25,1.75,0.40,0.043,0.135,0.667,104,0.71,0.71,1.62,2.74,0.965,0.772,0.366,0.684,0.828,1.000,0.143,0.344
streets,0,3,0,0,0.25,1.75,0.40,-0.006,0.142,0.694,110,0.50,0.50,1.50,2.33,0.975,0.806,0.337,0.724,0.862,1.000,0.271,0.357
streets,1,3,0,0,0.75,1.75,0.40,-0.062,0.135,0.611,104,0.71,0.71,1.62,1.91,0.965,0.840,0.304,0.684,0.759,1.000,0.400,0.374
streets,2,3,0,0,1.25,1.75,0.40,-0.122,0.127,0.556,98,1.12,1.12,1.83,1.62,0.944,0.865,0.269,0.645,0.690,0.991,0.493,0.378
streets,3,3,0,0,1.75,1.75,0.40,-0.197,0.120,0.528,93,1.62,1.62,2.12,1.50,0.919,0.875,0.224,0.612,0.655,0.955,0.530,0.362
streets,15,3,0,0,7.75,1.75,2.32,0.329,0.000,0.000,0,11.70,4.72,3.95,0.00,0.803,1.000,0.536,0.000,0.000,0.784,1.000,0.468
streets,16,3,0,0,8.25,1.75,2.32,0.258,0.000,0.000,0,12.20,4.84,3.65,0.00,0.817,1.000,0.494,0.000,0.000,0.806,1.000,0.459
streets,17,3,0,0,8.75,1.75,2.32,0.208,0.000,0.000,0,12.31,5.04,3.53,0.00,0.823,1.000,0.464,0.000,0.000,0.815,1.000,0.452
streets,18,3,0,0,9.25,1.75,2.32,0.170,0.000,0.000,0,12.52,5.34,3.33,0.00,0.834,1.000,0.442,0.000,0.000,0.830,1.000,0.448
streets,19,3,0,0,9.75,1.75,2.32,0.133,0.056,0.333,43,12.82,5.75,3.12,0.50,0.844,0.958,0.420,0.283,0.414,0.845,0.843,0.416
streets,20,3,0,0,10.25,1.75,2.30,0.068,0.084,0.417,65,13.23,6.25,3.00,1.00,0.850,0.917,0.381,0.428,0.517,0.854,0.687,0.396
streets,21,3,0,0,10.75,1.75,2.30,0.030,0.100,0.472,77,13.73,6.75,3.12,1.12,0.844,0.907,0.358,0.507,0.586,0.845,0.650,0.387
streets,22,3,0,0,11.25,1.75,2.30,-0.003,0.101,0.500,78,14.23,7.25,2.84,1.12,0.858,0.907,0.339,0.513,0.621,0.865,0.650,0.382
streets,23,3,0,0,11.75,1.75,2.30,-0.028,0.105,0.472,81,14.73,7.72,2.54,0.71,0.873,0.941,0.324,0.533,0.586,0.887,0.778,0.410
streets,29,3,0,0,14.75,1.75,2.51,0.083,0.000,0.000,0,18.80,11.32,2.00,0.00,0.900,1.000,0.390,0.000,0.000,0.927,1.000,0.452
streets,32,3,0,0,16.25,1.75,2.50,0.021,0.000,0.000,0,19.53,12.06,2.53,0.00,0.873,1.000,0.353,0.000,0.000,0.888,1.000,0.434
streets,34,3,0,0,17.25,1.75,2.50,-0.000,0.006,0.056,5,23.67,16.19,6.67,0.56,0.667,0.953,0.341,0.033,0.069,0.585,0.824,0.339
streets,35,3,0,0,17.75,1.75,2.76,0.235,0.000,0.000,0,23.40,15.92,6.40,0.00,0.680,1.000,0.480,0.000,0.000,0.605,1.000,0.415
streets,36,3,0,0,18.25,1.75,2.71,0.215,0.000,0.000,0,23.61,16.13,6.61,0.00,0.670,1.000,0.469,0.000,0.000,0.589,1.000,0.408
streets,37,3,0,0,18.75,1.75,2.50,0.047,0.004,0.083,3,24.06,16.58,7.06,0.50,0.647,0.958,0.369,0.020,0.103,0.557,0.843,0.337
streets,38,3,0,0,19.25,1.75,2.50,0.076,0.000,0.000,0,24.56,17.08,7.56,0.00,0.622,1.000,0.386,0.000,0.000,0.520,1.000,0.370
streets,39,3,0,0,19.75,1.75,2.50,0.096,0.000,0.000,0,25.06,17.58,8.06,0.00,0.597,1.000,0.398,0.000,0.000,0.483,1.000,0.366
streets,41,3,0,0,20.75,1.75,2.50,0.128,0.000,0.000,0,28.43,20.96,11.43,0.00,0.428,1.000,0.417,0.000,0.000,0.236,1.000,0.322
streets,47,3,0,0,23.75,1.75,2.00,-0.297,0.017,0.222,13,32.31,26.20,17.43,1.65,0.128,0.863,0.165,0.086,0.276,0.000,0.483,0.098
streets,48,3,0,0,24.25,1.75,2.02,-0.268,0.022,0.194,17,32.44,26.32,17.55,1.54,0.123,0.871,0.182,0.112,0.241,0.000,0.516,0.118
streets,-40,4,0,0,-19.75,2.25,1.36,0.225,0.004,0.083,3,22.22,13.15,11.59,3.04,0.420,0.747,0.474,0.020,0.103,0.225,0.047,0.183
streets,-39,4,0,0,-19.25,2.25,1.36,0.199,0.016,0.278,12,22.00,12.93,11.37,0.50,0.431,0.958,0.459,0.079,0.345,0.241,0.843,0.276
streets,-38,4,0,0,-18.75,2.25,1.36,0.183,0.013,0.194,10,21.89,12.81,11.26,1.00,0.437,0.917,0.449,0.066,0.241,0.249,0.687,0.265
streets,-23,4,0,0,-11.25,2.25,1.62,0.210,0.000,0.000,0,13.43,4.12,3.65,0.00,0.817,1.000,0.466,0.000,0.000,0.806,1.000,0.451
streets,-22,4,0,0,-10.75,2.25,1.62,0.280,0.000,0.000,0,12.93,3.62,3.35,0.00,0.832,1.000,0.507,0.000,0.000,0.828,1.000,0.468
streets,-21,4,0,0,-10.25,2.25,1.58,0.305,0.065,0.361,50,12.43,3.12,3.24,0.50,0.838,0.958,0.522,0.329,0.448,0.836,0.843,0.449
streets,-20,4,0,0,-9.75,2.25,1.58,0.352,0.100,0.472,77,11.93,2.62,3.12,0.71,0.844,0.941,0.550,0.507,0.586,0.845,0.778,0.464
streets,-19,4,0,0,-9.25,2.25,1.58,0.386,0.098,0.583,76,11.52,2.12,3.00,1.12,0.850,0.907,0.570,0.500,0.724,0.854,0.650,0.431
streets,-18,4,0,0,-8.75,2.25,1.58,0.408,0.087,0.556,67,11.11,1.62,3.12,1.62,0.844,0.865,0.583,0.441,0.690,0.845,0.493,0.402
streets,-17,4,0,0,-8.25,2.25,1.58,0.434,0.078,0.556,60,10.81,1.12,3.24,2.12,0.838,0.823,0.598,0.395,0.690,0.836,0.336,0.373
streets,-16,4,0,0,-7.75,2.25,1.58,0.476,0.069,0.500,53,10.69,0.71,3.35,2.12,0.832,0.823,0.623,0.349,0.621,0.828,0.336,0.380
streets,-12,4,0,0,-5.75,2.25,0.60,-0.234,0.000,0.000,0,7.52,5.12,2.12,0.00,0.894,1.000,0.202,0.000,0.000,0.918,1.000,0.394
streets,-11,4,0,0,-5.25,2.25,0.60,-0.177,0.000,0.000,0,7.11,5.24,2.00,0.00,0.900,1.000,0.236,0.000,0.000,0.927,1.000,0.406
streets,-10,4,0,0,-4.75,2.25,0.60,-0.126,0.000,0.000,0,6.70,5.44,2.12,0.00,0.894,1.000,0.266,0.000,0.000,0.918,1.000,0.413
streets,-9,4,0,0,-4.25,2.25,0.60,-0.065,0.000,0.000,0,6.29,5.74,2.24,0.00,0.888,1.000,0.302,0.000,0.000,0.910,1.000,0.423
streets,-4,4,0,0,-1.75,2.25,0.40,0.008,0.130,0.500,100,2.24,2.24,2.24,2.01,0.888,0.832,0.345,0.658,0.621,0.910,0.370,0.380
streets,-3,4,0,0,-1.25,2.25,0.40,0.025,0.128,0.556,99,1.83,1.83,1.83,2.13,0.909,0.823,0.356,0.651,0.690,0.940,0.333,0.371
streets,-2,4,0,0,-0.75,2.25,0.40,0.005,0.127,0.611,98,1.41,1.41,1.41,2.34,0.929,0.805,0.344,0.645,0.759,0.970,0.268,0.352
streets,-1,4,0,0,-0.25,2.25,0.40,-0.029,0.133,0.667,103,1.12,1.12,1.12,2.62,0.944,0.782,0.323,0.678,0.828,0.991,0.180,0.334
streets,0,4,0,0,0.25,2.25,0.40,-0.081,0.127,0.611,98,1.00,1.00,1.00,2.12,0.950,0.823,0.293,0.645,0.759,1.000,0.336,0.353
streets,1,4,0,0,0.75,2.25,0.40,-0.142,0.131,0.611,101,1.12,1.12,1.12,1.62,0.944,0.865,0.257,0.664,0.759,0.991,0.493,0.368
streets,2,4,0,0,1.25,2.25,0.40,-0.206,0.118,0.528,91,1.41,1.41,1.41,1.21,0.929,0.899,0.219,0.599,0.655,0.970,0.622,0.374
streets,3,4,0,0,1.75,2.25,0.40,-0.274,0.120,0.500,93,1.83,1.83,1.83,1.00,0.909,0.917,0.178,0.612,0.621,0.940,0.687,0.374
streets,15,4,0,0,7.75,2.25,2.32,0.336,0.001,0.028,1,11.20,5.22,4.36,0.50,0.782,0.958,0.540,0.007,0.034,0.754,0.843,0.435
streets,16,4,0,0,8.25,2.25,2.32,0.275,0.000,0.000,0,11.70,5.34,4.15,0.00,0.792,1.000,0.504,0.000,0.000,0.769,1.000,0.455
streets,17,4,0,0,8.75,2.25,2.32,0.221,0.000,0.000,0,11.81,5.45,4.03,0.00,0.798,1.000,0.472,0.000,0.000,0.778,1.000,0.447
streets,18,4,0,0,9.25,2.25,2.32,0.181,0.000,0.000,0,12.11,5.75,3.74,0.00,0.813,1.000,0.448,0.000,0.000,0.800,1.000,0.444
streets,19,4,0,0,9.75,2.25,2.32,0.142,0.044,0.222,34,12.61,6.05,3.62,0.50,0.819,0.958,0.425,0.224,0.276,0.808,0.843,0.419
streets,20,4,0,0,10.25,2.25,2.30,0.076,0.092,0.444,71,13.11,6.46,3.50,0.50,0.825,0.958,0.386,0.467,0.552,0.817,0.843,0.416
streets,21,4,0,0,10.75,2.25,2.30,0.036,0.098,0.500,76,13.61,6.87,3.55,1.00,0.823,0.917,0.362,0.500,0.621,0.814,0.687,0.381
streets,22,4,0,0,11.25,2.25,2.30,0.010,0.104,0.500,80,14.02,7.37,3.25,1.41,0.837,0.882,0.347,0.526,0.621,0.835,0.557,0.367
streets,23,4,0,0,11.75,2.25,2.30,-0.012,0.102,0.500,79,14.43,7.87,3.04,1.12,0.848,0.907,0.334,0.520,0.621,0.850,0.650,0.379
streets,24,4,0,0,12.25,2.25,2.32,-0.007,0.096,0.417,74,14.93,8.37,2.93,1.00,0.854,0.917,0.337,0.487,0.517,0.859,0.687,0.396
streets,29,4,0,0,14.75,2.25,2.51,0.102,0.000,0.000,0,19.30,11.82,2.50,0.00,0.875,1.000,0.401,0.000,0.000,0.890,1.000,0.448
streets,31,4,0,0,15.75,2.25,2.50,0.051,0.003,0.056,2,19.53,12.06,2.74,0.50,0.863,0.958,0.371,0.013,0.069,0.873,0.843,0.405
streets,32,4,0,0,16.25,2.25,2.50,0.037,0.000,0.000,0,19.83,12.35,2.94,0.00,0.853,1.000,0.363,0.000,0.000,0.858,1.000,0.430
streets,33,4,0,0,16.75,2.25,2.50,0.025,0.000,0.000,0,20.24,12.76,3.24,0.00,0.838,1.000,0.355,0.000,0.000,0.836,1.000,0.424
streets,34,4,0,0,17.25,2.25,2.50,0.011,0.005,0.056,4,23.49,16.01,6.49,0.60,0.676,0.950,0.347,0.026,0.069,0.598,0.813,0.341
streets,35,4,0,0,17.75,2.25,2.83,0.331,0.000,0.000,0,22.89,15.42,5.89,0.00,0.705,1.000,0.537,0.000,0.000,0.642,1.000,0.440
streets,36,4,0,0,18.25,2.25,2.83,0.362,0.000,0.000,0,23.39,15.92,6.39,0.00,0.680,1.000,0.556,0.000,0.000,0.605,1.000,0.438
streets,37,4,0,0,18.75,2.25,2.83,0.401,0.000,0.000,0,23.89,16.42,6.89,0.00,0.655,1.000,0.579,0.000,0.000,0.569,1.000,0.437
streets,38,4,0,0,19.25,2.25,2.50,0.104,0.000,0.000,0,24.75,17.27,7.74,0.00,0.613,1.000,0.402,0.000,0.000,0.506,1.000,0.372
streets,39,4,0,0,19.75,2.25,2.50,0.122,0.000,0.000,0,25.18,17.70,8.17,0.00,0.591,1.000,0.413,0.000,0.000,0.475,1.000,0.369
streets,46,4,0,0,23.25,2.25,3.50,1.208,0.000,0.000,0,32.48,27.53,18.76,0.00,0.062,1.000,1.000,0.000,0.000,0.000,1.000,0.450
streets,47,4,0,0,23.75,2.25,1.96,-0.315,0.012,0.194,9,31.81,26.70,17.93,2.15,0.103,0.821,0.154,0.059,0.241,0.000,0.326,0.071
streets,48,4,0,0,24.25,2.25,1.98,-0.278,0.018,0.111,14,31.94,26.82,18.05,2.05,0.098,0.830,0.176,0.092,0.138,0.000,0.359,0.104
streets,-40,5,0,0,-19.75,2.75,1.54,0.341,0.009,0.167,7,21.98,12.91,11.35,0.53,0.433,0.956,0.543,0.046,0.207,0.242,0.833,0.315
streets,-39,5,0,0,-19.25,2.75,1.54,0.316,0.014,0.194,11,21.49,12.42,10.86,0.73,0.457,0.939,0.528,0.072,0.241,0.278,0.771,0.308
streets,-38,5,0,0,-18.75,2.75,1.54,0.293,0.014,0.194,11,21.36,12.29,10.73,1.13,0.463,0.906,0.515,0.072,0.241,0.287,0.645,0.287
streets,-23,5,0,0,-11.25,2.75,1.58,0.084,0.034,0.194,26,13.31,4.00,3.24,0.50,0.838,0.958,0.391,0.171,0.241,0.836,0.843,0.409
streets,-22,5,0,0,-10.75,2.75,1.58,0.143,0.052,0.361,40,12.81,3.50,2.94,0.50,0.853,0.958,0.426,0.263,0.448,0.858,0.843,0.411
streets,-21,5,0,0,-10.25,2.75,1.58,0.202,0.087,0.444,67,12.31,3.00,2.74,0.71,0.863,0.941,0.461,0.441,0.552,0.873,0.778,0.435
streets,-20,5,0,0,-9.75,2.75,1.58,0.253,0.098,0.500,76,11.81,2.50,2.62,1.00,0.869,0.917,0.491,0.500,0.621,0.882,0.687,0.434
streets,-19,5,0,0,-9.25,2.75,1.58,0.282,0.097,0.583,75,11.31,2.00,2.50,1.41,0.875,0.882,0.508,0.493,0.724,0.890,0.557,0.404
streets,-18,5,0,0,-8.75,2.75,1.58,0.308,0.091,0.611,70,10.81,1.50,2.62,1.83,0.869,0.848,0.523,0.461,0.759,0.882,0.428,0.376
streets,-17,5,0,0,-8.25,2.75,1.58,0.327,0.078,0.500,60,10.40,1.00,2.74,1.83,0.863,0.848,0.535,0.395,0.621,0.873,0.428,0.385
streets,-16,5,0,0,-7.75,2.75,1.58,0.367,0.071,0.500,55,10.19,0.50,2.94,1.62,0.853,0.865,0.559,0.362,0.621,0.858,0.493,0.392
streets,-15,5,0,0,-7.25,2.75,1.63,0.478,0.063,0.472,49,10.07,0.00,3.24,1.50,0.838,0.875,0.624,0.322,0.586,0.836,0.530,0.411
streets,-12,5,0,0,-5.75,2.75,0.60,-0.338,0.000,0.000,0,7.40,4.62,1.62,0.00,0.919,1.000,0.140,0.000,0.000,0.955,1.000,0.383
streets,-11,5,0,0,-5.25,2.75,0.60,-0.269,0.000,0.000,0,6.90,4.74,1.50,0.00,0.925,1.000,0.181,0.000,0.000,0.963,1.000,0.397
streets,-10,5,0,0,-4.75,2.75,0.60,-0.212,0.000,0.000,0,6.41,5.03,1.62,0.00,0.919,1.000,0.215,0.000,0.000,0.955,1.000,0.405
streets,-9,5,0,0,-4.25,2.75,0.60,-0.151,0.000,0.000,0,5.99,5.44,1.83,0.00,0.909,1.000,0.251,0.000,0.000,0.940,1.000,0.413
streets,-8,5,0,0,-3.75,2.75,0.60,-0.089,0.000,0.000,0,5.58,5.58,2.12,0.00,0.894,1.000,0.288,0.000,0.000,0.918,1.000,0.420
streets,-4,5,0,0,-1.75,2.75,0.40,-0.076,0.130,0.500,100,2.53,2.53,2.12,1.51,0.894,0.874,0.296,0.658,0.621,0.918,0.527,0.390
streets,-3,5,0,0,-1.25,2.75,0.40,-0.059,0.124,0.556,96,2.12,2.12,1.62,1.63,0.919,0.864,0.306,0.632,0.690,0.955,0.490,0.379
streets,-2,5,0,0,-0.75,2.75,0.40,-0.074,0.124,0.639,96,1.83,1.83,1.12,1.92,0.944,0.840,0.297,0.632,0.793,0.991,0.397,0.354
streets,-1,5,0,0,-0.25,2.75,0.40,-0.110,0.126,0.611,97,1.62,1.62,0.71,2.34,0.965,0.805,0.276,0.638,0.759,1.000,0.268,0.337
streets,0,5,0,0,0.25,2.75,0.40,-0.164,0.124,0.694,96,1.50,1.50,0.50,2.00,0.975,0.833,0.243,0.632,0.862,1.000,0.373,0.326
streets,1,5,0,0,0.75,2.75,0.40,-0.227,0.122,0.611,94,1.62,1.62,0.71,1.50,0.965,0.875,0.206,0.618,0.759,1.000,0.530,0.351
streets,2,5,0,0,1.25,2.75,0.40,-0.279,0.119,0.556,92,1.83,1.83,1.12,1.00,0.944,0.917,0.176,0.605,0.690,0.991,0.687,0.372
streets,3,5,0,0,1.75,2.75,0.40,-0.332,0.117,0.500,90,2.12,2.12,1.62,0.50,0.919,0.958,0.144,0.592,0.621,0.955,0.843,0.386
