ti	archetype	i	component	level	status	deser_addr	grammar	bits_typ	code_source	doc_field	product_use	meaning_fr	exploitable_fr	confidence	notes
18	effect (effet visuel)	6	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	7	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	8	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	9	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	10	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	11	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	12	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	13	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	14	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	15	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	16	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	17	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	18	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	19	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	20	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	21	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	22	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	23	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	24	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	25	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	26	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	27	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	28	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	29	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	30	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
18	effect (effet visuel)	31	effect-state-data-component	2	partiel	FUN_142ed438c			traverse.go:557		aucun	inconnu		aucune	
19	sound-placement-state-*	0	sound-placement-state-data-component	0	non_porte						aucun	inconnu		aucune	niveau_jeu=1
19	sound-placement-state-*	1	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	2	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	3	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	4	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	5	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	6	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	7	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	8	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	9	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	10	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	11	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	12	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	13	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	14	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	15	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	16	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	17	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	18	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	19	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	20	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	21	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	22	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	23	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	24	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	25	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	26	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	27	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	28	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	29	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	30	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
19	sound-placement-state-*	31	sound-placement-state-data-component	1	non_porte						aucun	inconnu		aucune	
20	spawn-filter (filtre de reapparition)	0	spawn-filter-type-component	0	porte	FUN_142ed708c	FUN_142ed708c	inconnu	traverse.go:298		aucun	le type de filtre de reapparition	Ou le jeu autorisait une reapparition : expliquerait les points de spawn observes.	haute	niveau_jeu=2
20	spawn-filter (filtre de reapparition)	1	spawn-filter-weight-component	2	porte	FUN_14076ce9c	R(16)	16	traverse.go:933		aucun	le poids du filtre (a quel point ce point de reapparition est prefere)	idem i0	haute	niveau_jeu=1
20	spawn-filter (filtre de reapparition)	2	spawn-filter-filters-component	1	non_porte						aucun	inconnu		aucune	
21	flock (nuee)	0	flock-emitting-component	0	porte	FUN_142ed46c8			traverse.go:466		aucun	inconnu		aucune	niveau_jeu=1
21	flock (nuee)	1	flock-destroying-component	1	porte	FUN_142ed468c			traverse.go:620		aucun	inconnu		aucune	
21	flock (nuee)	2	flock-destination-component	1	porte				traverse.go:534		aucun	inconnu		aucune	niveau_jeu=2
21	flock (nuee)	3	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	4	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	5	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	6	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	7	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	8	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	9	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	10	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	11	flock-destination-component	2	porte				traverse.go:534		aucun	inconnu		aucune	
21	flock (nuee)	12	flock-forced-respawn-component	2	porte	FUN_142ed4740			traverse.go:623		aucun	inconnu		aucune	niveau_jeu=0
21	flock (nuee)	13	flock-relevancy-component	0	porte	FUN_14110d2fc			traverse.go:626		aucun	inconnu		aucune	
21	flock (nuee)	14	flock-fleeing-component	0	porte	FUN_142ed4704			traverse.go:847		aucun	inconnu		aucune	
21	flock (nuee)	15	flock-remembered-danger-component	0	porte	FUN_142ed477c			traverse.go:844		aucun	inconnu		aucune	
21	flock (nuee)	16	flock-position-component	0	porte	FUN_140ee7270	FUN_140ee7270 -> FUN_14076e524 (position quantifiee au niveau du registre)	variable	traverse.go:838		aucun	la position de la nuee	rien de plus (decor)	haute	
21	flock (nuee)	17	flock-current-destination-component	0	porte	FUN_142ed4668			traverse.go:841		aucun	inconnu		aucune	
22	physics-state (etat physique)	0	physics-state-component	0	porte	FUN_142ed6c20	R(32) + R(1) [si 1 : R(32)]	33-65	traverse.go:460		aucun	un etat physique global	inconnu	moyenne	
23	zones (selectable-zone-data)	0	selectable-zone-data-component	0	deser_non_cable	FUN_142ed6cec	R(32) + position + R(1) [+ R(5)] (FUN_142ed6cec) — deser ecrit, non branche	inconnu	components_world.go:106		aucun — les zones publiees (mapObjectives) viennent des fichiers de CARTE, pas du film	une ZONE de mode : son identifiant, sa POSITION, son etat	C'est la reponse a « quelle base est tenue par qui, a quel instant » : le containment de zones se fait aujourd'hui par proximite geometrique contre le catalogue de carte, sans jamais lire l'etat que le film transporte. Le deser existe deja.	haute	niveau_jeu=1
23	zones (selectable-zone-data)	1	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	2	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	3	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	4	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	5	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	6	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	7	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	8	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	9	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	10	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	11	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	12	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	13	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	14	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	15	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	16	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	17	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	18	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	19	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	20	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	21	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	22	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	23	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	24	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	25	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	26	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	27	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	28	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	29	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	30	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	31	selectable-zone-data-component	1	deser_non_cable	FUN_142ed6cec			components_world.go:106		aucun	inconnu		aucune	
23	zones (selectable-zone-data)	32	participant-spawn-availability-mask-data-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	0	state-checksum-component	0	non_porte						aucun	inconnu		aucune	niveau_jeu=1
24	inconnu	1	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	2	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	3	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	4	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	5	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	6	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	7	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	8	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	9	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	10	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	11	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	12	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	13	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	14	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	15	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	16	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	17	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	18	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	19	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	20	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	21	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	22	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	23	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	24	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	25	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
24	inconnu	26	persistence-state-bucket-component	1	non_porte						aucun	inconnu		aucune	
25	powerframe-player-selection-*	0	powerframe-player-selection-data-component	0	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	0	supply-lines-blocked-status-component	0	non_porte						aucun	inconnu		aucune	niveau_jeu=1
26	supply-lines-*	1	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	2	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	3	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	4	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	5	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	6	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	7	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	8	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	9	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	10	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	11	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	12	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	13	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	14	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	15	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	16	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	17	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	18	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	19	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	20	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	21	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	22	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	23	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	24	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	25	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	26	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	27	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	28	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	29	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	30	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	31	supply-lines-blocked-status-component	1	non_porte						aucun	inconnu		aucune	
26	supply-lines-*	32	supply-lines-busy-state-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	0	supply-lines-item-unlocked-component	0	non_porte						aucun	inconnu		aucune	niveau_jeu=1
27	supply-lines-item-*	1	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	2	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	3	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	4	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	5	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	6	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	7	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	8	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	9	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	10	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	11	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	12	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	13	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	14	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	15	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	16	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	17	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	18	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	19	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	20	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	21	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	22	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	23	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	24	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	25	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	26	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	27	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	28	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	29	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	30	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	31	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	32	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	33	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	34	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	35	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	36	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	37	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	38	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	39	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	40	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	41	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	42	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	43	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	44	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	45	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	46	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	47	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	48	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	49	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	50	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	51	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	52	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	53	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	54	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	55	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	56	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	57	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	58	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	59	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	60	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	61	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	62	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
27	supply-lines-item-*	63	supply-lines-item-unlocked-component	1	non_porte						aucun	inconnu		aucune	
28	narrative-moment-beat-*	0	narrative-moment-beat-activation-component	1	non_porte						aucun	inconnu		aucune	
29	respawn-block	0	managed-object-participant-respawn-block-component	0	porte	FUN_142ed6a20	FUN_142ed6a20	inconnu	traverse.go:304		aucun	ce joueur ne peut pas reapparaitre ici	inconnu	haute	niveau_jeu=1
29	respawn-block	1	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	2	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	3	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	4	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	5	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	6	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	7	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	8	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	9	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	10	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	11	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
29	respawn-block	12	managed-object-participant-respawn-block-component	1	porte	FUN_142ed6a20			traverse.go:304		aucun	inconnu		aucune	
