id	match_id	xuid	flag_captures	flag_capture_assists	flag_grabs	flag_secures	flag_steals	flag_returns	flag_carriers_killed	flag_returners_killed	kills_as_flag_carrier	kills_as_flag_returner	time_as_flag_carrier_seconds	zone_captures	zone_secures	zone_offensive_kills	zone_defensive_kills	zone_scoring_ticks	time_in_zones_seconds	kills_as_skull_carrier	skull_carriers_killed	skull_grabs	skull_scoring_ticks	time_as_skull_carrier_seconds	longest_time_as_skull_carrier_seconds	written_at	kills_as_power_seed_carrier	power_seed_carriers_killed	power_seeds_deposited	power_seeds_stolen	time_as_power_seed_carrier_seconds	time_as_power_seed_driver_seconds	extraction_conversions_completed	extraction_conversions_denied	extraction_initiations_completed	extraction_initiations_denied	successful_extractions	kills_as_vip	vip_kills	vip_assists	times_selected_as_vip	max_killing_spree_as_vip	time_as_vip_seconds	longest_time_as_vip_seconds
29	4f77afc1-d9f4-443b-b38f-3628341bf7e9	2535468801188298	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11	4f77afc1-d9f4-443b-b38f-3628341bf7e9	2535469763661810	0	0	0	0	0	1	1	2	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
27	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(11.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
33	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(22.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
36	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(23.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
31	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(38.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
26	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(42.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
24	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(57.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
35	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(59.0	0	0	0	0	0	1	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
25	4f77afc1-d9f4-443b-b38f-3628341bf7e9	bid(6.0	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.589178 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2053	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2533274920533076	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	0	43	43.9	43.9	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2056	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535407463474361	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	0	0	0	0	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2055	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535412744780601	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	1	48	51	26	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2050	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535439712156981	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	2	74	75.7	36	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2049	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535458847428879	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2051	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535469190789936	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	1	52	53.7	32	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2052	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535469656513037	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	0	4	4.5	2.5	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2054	51ebbc0f-4d58-4faf-bf31-61bcfc329f4b	2535469889270266	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	0	34	37	26.7	2026-07-25 18:13:24.391119 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
66	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274808505789	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	8.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274817737470	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	2	0	0	0	20.6	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
46	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	1	1	1	0	56.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
49	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274845241701	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	0	0	68	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
43	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	0	6	0	0	108.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
51	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274858343347	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	4	1	0	13.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
41	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274893737372	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	10	1	0	18.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
48	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533274964038601	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	0	2	0	44	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
54	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2533275013465881	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	0	2	0	48.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
53	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535405373150550	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	1	0	0	3.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
64	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535409375826107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	0	0	0	17.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
52	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535418818079206	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	3.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
47	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535420302347168	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	2	2	1	0	110	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
55	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535430435508594	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
42	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535431120813349	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	2.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
57	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535442484776177	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	3	0	0	17.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
59	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535444408537131	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	0	0	0	76.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535446464444062	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	2	0	0	17.6	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
58	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535449780816216	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	2	4	0	5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
60	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535452383863984	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	3	0	0	12.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
50	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535456111695736	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	26.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
39	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535457217346540	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	2	4	0	0	69.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535458469688663	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	0	0	52.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
56	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535459882866010	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	2	0	0	35.4	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
40	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535462209962245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	2	1	0	34.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
62	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535468111373012	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	0	0	0	92	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
45	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	2535469049971772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	0	0	27.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
61	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	bid(10.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
63	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	bid(40.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
65	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	bid(41.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
67	5676a9ba-bafa-4fbb-bd3e-b957ae2ee8e0	bid(56.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.737338 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6385	572e236b-8740-4052-a351-33ec0204053d	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	2	2	0	0	92.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6389	572e236b-8740-4052-a351-33ec0204053d	2533274833178266	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	13.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6388	572e236b-8740-4052-a351-33ec0204053d	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	1	1	3	0	73	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6394	572e236b-8740-4052-a351-33ec0204053d	2535448131958677	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	0	0	3	0	50.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6390	572e236b-8740-4052-a351-33ec0204053d	2535450759128461	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	1	2	2	0	68.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6391	572e236b-8740-4052-a351-33ec0204053d	2535452521259564	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	2	4	1	0	46.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6392	572e236b-8740-4052-a351-33ec0204053d	2535461109438273	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	1.6	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6386	572e236b-8740-4052-a351-33ec0204053d	2535469190789936	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	0	1	1	0	60.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6387	572e236b-8740-4052-a351-33ec0204053d	2696798348309366	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	3	1	2	0	51.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6393	572e236b-8740-4052-a351-33ec0204053d	bid(33.0)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:00:30.490778 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6408	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2533274822170595	1	0	0	0	1	0	0	0	0	0	37.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6410	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2533274823110022	0	0	1	1	1	0	1	0	0	0	13.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6412	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2533274829350000	0	1	4	4	1	1	1	0	0	0	13.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6411	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2533274833178266	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
